village,VillageHH,traptype,trap,date,month,year,HH,IN.OUT,start,end,Agml,Agfed,Agunf,Aggrv,Afml,Affed,Affunf,Afgrv,Acml,Acfem,OthAn,Notes,MeanTemp,MeanHum,MaxTemp,MaxHum,MinTemp,MinHum
LUP,LUP1,CDC,CDC 1:1,05/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,2,0,0,5,32,2,0,0,0,,27.88255833,71.09566667,29.0523,71.461,26.7271,70.639
LUP,LUP3,CDC,CDC 1:3,05/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,16,0,1,0,10,0,0,0,2,GOAT,27.90269167,86.74933333,29.1787,88.201,26.7301,85.815
LUP,LUP4,CDC,CDC 1:4,05/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,5,0,0,0,6,0,0,0,0,,27.89900833,70.67616667,29.0343,71.423,26.8143,69.522
LUP,LUP2,CDC,CDC 1:6,06/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,1,0,3,3,106,1,0,0,0,,24.8813,75.41575,28.085,84.491,22.4656,50.655
LUP,LUP3,CDC,CDC 1:7,06/06/2017,JUN,2017,3,IN,18:00,06:00,0,2,28,0,0,0,14,0,0,1,1,GOAT,23.9123,72.49841667,28.7025,100,21.6878,0
LUP,LUP4,CDC,CDC 1:8,06/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,9,0,2,0,7,0,0,0,0,,24.28896667,81.49733333,28.7715,86.341,22.6969,63.821
LUP,LUP1,CDC,CDC 1:9,07/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,0,6,18,4,0,0,0,,24.3228,83.29075,27.045,87.096,22.4931,73.968
LUP,LUP2,CDC,CDC 1:10,07/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,6,0,0,0,42,0,0,0,0,,25.44586667,80.52941667,27.9419,84.491,23.1919,72.343
LUP,LUP3,CDC,CDC 1:11,07/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,63,0,0,0,16,0,0,2,0,GOAT,24.252025,42.119,27.6918,100,21.6302,0
LUP,LUP1,CDC,CDC 1:13,08/06/2017,JUN,2017,1,IN,18:00,06:00,0,1,3,0,1,4,42,1,0,0,0,,23.113225,79.05916667,27.5536,83.671,19.927,66.529
LUP,LUP2,CDC,CDC 1:14,08/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,3,0,2,8,54,0,0,1,1,,25.11080833,75.76433333,29.3624,82.226,21.4443,63.091
LUP,LUP4,CDC,CDC 1:16,08/06/2017,JUN,2017,4,IN,18:00,06:00,4,0,7,0,5,0,14,0,0,0,0,,23.12590833,82.80866667,25.4037,84.646,21.139,74.189
KID,KID2,CDC,CDC 1:2,12/06/2017,JUN,2017,2,IN,18:00,06:00,0,1,1,1,0,0,9,3,0,0,0,COW,27.71535833,66.71941667,29.0673,70.166,26.4306,63.635
KID,KID3,CDC,CDC 1:3,12/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,5,0,3,4,81,3,0,0,0,,27.64621667,80.98833333,28.4106,88.503,26.7685,76.336
KID,KID4,CDC,CDC 1:4,12/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,0,0,0,1,8,0,0,0,0,,27.76403333,66.37733333,28.5273,71.423,26.8601,63.549
KID,KID1,CDC,CDC 1:5,13/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,0,0,4,0,0,0,0,COW,25.2658,81.23916667,31.3235,90.64,22.4815,61.598
KID,KID2,CDC,CDC 1:6,13/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,1,0,0,0,COW,26.00290833,77.084,30.2844,84.208,23.6429,60.642
KID,KID3,CDC,CDC 1:7,13/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,26.25503333,97.95466667,29.9035,100,24.6569,80.932
KID,KID1,CDC,CDC 1:9,14/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,0,0,0,0,COW,24.72739167,82.69608333,27.4808,85.098,23.3528,74.824
KID,KID2,CDC,CDC 1:10,14/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,1,0,0,2,3,2,0,0,0,COW,24.9927,81.50316667,28.866,86.473,23.3644,70.439
KID,KID4,CDC,CDC 1:12,14/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,0,0,1,5,11,3,0,0,0,,24.684475,83.98666667,27.7126,87.476,23.3557,77.58
KID,KID1,CDC,CDC 1:13,15/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,0,0,7,2,0,0,0,COW,23.82376667,80.18991667,27.8838,83.101,21.4789,68.721
KID,KID3,CDC,CDC 1:15,15/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,4,0,5,2,52,2,0,0,0,,24.22775833,100,27.0938,100,22.0166,100
KID,KID4,CDC,CDC 1:16,15/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,0,0,0,3,11,1,0,0,0,,23.76734167,81.18366667,27.7349,84.928,20.8469,73.058
SAG,SAG2,CDC,CDC 1:2,19/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,2,0,0,1,28,0,0,0,1,COW,27.20445833,66.85558333,29.4786,68.534,24.6278,65.268
SAG,SAG3,CDC,CDC 1:3,19/06/2017,JUN,2017,3,IN,18:00,06:00,1,1,10,1,7,1,33,1,0,0,0,,27.19394167,80.214,30.0308,82.943,24.3698,78.06
SAG,SAG2,CDC,CDC 1:2,19/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,2,0,0,1,28,0,0,0,1,COW,27.20445833,66.85558333,29.4786,68.534,24.6278,65.268
SAG,SAG3,CDC,CDC 1:3,19/06/2017,JUN,2017,3,IN,18:00,06:00,1,1,10,1,7,1,33,1,0,0,0,,27.19394167,80.214,30.0308,82.943,24.3698,78.06
SAG,SAG4,CDC,CDC,19/06/2017,JUN,2017,4,IN,18:00,06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRAP STOPPED OVER NIGHT,27.26786667,65.94741667,29.5752,67.893,24.6744,64.364
SAG,SAG1,CDC,CDC 1:5,20/06/2017,JUN,2017,1,IN,18:00,06:00,2,2,0,0,3,3,22,2,0,1,0,COW,23.53116667,76.16666667,28.289,83.4,21.202,54.7
SAG,SAG3,CDC,CDC 1:7,20/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,8,3,0,1,26,1,0,0,0,,22.91508333,93.64091667,25.5312,100,21.4544,82.655
SAG,SAG4,CDC,CDC 1:8,20/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,12,0,1,2,12,0,0,1,0,,22.75018333,70.3855,28.1312,77.863,18.8187,54.509
SAG,SAG1,CDC,CDC 1:5,20/06/2017,JUN,2017,1,IN,18:00,06:00,2,2,0,0,3,3,22,2,0,1,0,COW,23.53116667,76.16666667,28.289,83.4,21.202,54.7
SAG,SAG3,CDC,CDC 1:7,20/06/2017,JUN,2017,3,IN,18:00,06:00,0,0,8,3,0,1,26,1,0,0,0,,22.91508333,93.64091667,25.5312,100,21.4544,82.655
SAG,SAG4,CDC,CDC 1:8,20/06/2017,JUN,2017,4,IN,18:00,06:00,0,0,12,0,1,2,12,0,0,1,0,,22.75018333,70.3855,28.1312,77.863,18.8187,54.509
SAG,SAG1,CDC,CDC 1:9,21/06/2017,JUN,2017,1,IN,18:00,06:00,0,1,0,0,6,0,24,2,0,0,1,COW,24.57033333,73.675,27.126,81.7,22.724,63.2
SAG,SAG2,CDC,CDC 1:10,21/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,0,0,0,2,42,1,0,0,0,COW,24.02694167,73.56416667,27.0909,83.641,21.8868,62.275
SAG,SAG4,CDC,CDC 1:12,21/06/2017,JUN,2017,4,IN,18:00,06:00,0,3,6,0,2,2,9,3,0,0,0,,24.08835,74.23516667,28.8585,82.102,22.3082,56.332
SAG,SAG1,CDC,CDC 1:9,21/06/2017,JUN,2017,1,IN,18:00,06:00,0,1,0,0,6,0,24,2,0,0,1,COW,24.57033333,73.675,27.126,81.7,22.724,63.2
SAG,SAG2,CDC,CDC 1:10,21/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,0,0,0,2,42,1,0,0,0,COW,24.02694167,73.56416667,27.0909,83.641,21.8868,62.275
SAG,SAG4,CDC,CDC 1:12,21/06/2017,JUN,2017,4,IN,18:00,06:00,0,3,6,0,2,2,9,3,0,0,0,,24.08835,74.23516667,28.8585,82.102,22.3082,56.332
SAG,SAG1,CDC,CDC 1:13,22/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,1,0,14,2,0,0,0,COW,24.88766667,73.51666667,27.484,80,22.587,65.2
SAG,SAG2,CDC,CDC 1:14,22/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,0,0,0,6,32,3,0,0,0,COW,24.12013333,73.83216667,27.0761,83.925,21.6648,64.18
SAG,SAG3,CDC,CDC 1:15,22/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,16,1,3,1,44,4,0,0,1,,23.485075,93.77341667,25.0716,100,22.2504,83.517
SAG,SAG1,CDC,CDC 1:13,22/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,0,0,1,0,14,2,0,0,0,COW,24.88766667,73.51666667,27.484,80,22.587,65.2
SAG,SAG2,CDC,CDC 1:14,22/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,0,0,0,6,32,3,0,0,0,COW,24.12013333,73.83216667,27.0761,83.925,21.6648,64.18
SAG,SAG3,CDC,CDC 1:15,22/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,16,1,3,1,44,4,0,0,1,,23.485075,93.77341667,25.0716,100,22.2504,83.517
MIN,MIN1,CDC,CDC 1:1,26/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,4,0,1,0,0,0,0,0,0,,26.16008333,76.71666667,27.054,79.1,24.695,75.1
MIN,MIN2,CDC,CDC 1:2,26/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,7,0,0,0,6,0,0,0,0,,26.10654167,78.07366667,27.011,82.226,24.6701,75.431
MIN,MIN4,CDC,CDC 1:4,26/06/2017,JUN,2017,4,IN,18:00,06:00,1,1,6,0,1,0,3,2,0,0,0,,25.96414167,75.13075,27.4897,76.167,24.2519,74.471
MIN,MIN1,CDC,CDC 1:1,26/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,4,0,1,0,0,0,0,0,0,,26.16008333,76.71666667,27.054,79.1,24.695,75.1
MIN,MIN2,CDC,CDC 1:2,26/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,7,0,0,0,6,0,0,0,0,,26.10654167,78.07366667,27.011,82.226,24.6701,75.431
MIN,MIN4,CDC,CDC 1:4,26/06/2017,JUN,2017,4,IN,18:00,06:00,1,1,6,0,1,0,3,2,0,0,0,,25.96414167,75.13075,27.4897,76.167,24.2519,74.471
MIN,MIN1,CDC,CDC 1:1,26/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,4,0,1,0,0,0,0,0,0,,26.16008333,76.71666667,27.054,79.1,24.695,75.1
MIN,MIN2,CDC,CDC 1:2,26/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,7,0,0,0,6,0,0,0,0,,26.10654167,78.07366667,27.011,82.226,24.6701,75.431
MIN,MIN4,CDC,CDC 1:4,26/06/2017,JUN,2017,4,IN,18:00,06:00,1,1,6,0,1,0,3,2,0,0,0,,25.96414167,75.13075,27.4897,76.167,24.2519,74.471
MIN,MIN1,CDC,CDC 1:5,27/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,13,0,0,0,7,1,0,0,0,,23.68691667,79.76666667,28.322,87.4,21.162,50.5
MIN,MIN3,CDC,CDC 1:7,27/06/2017,JUN,2017,3,IN,18:00,06:00,1,4,6,0,4,0,4,0,0,0,0,COW,22.69775,73.33308333,26.7138,100,20.2991,0
MIN,MIN4,CDC,CDC 1:8,27/06/2017,JUN,2017,4,IN,18:00,06:00,0,2,1,0,0,2,7,1,0,0,0,,22.00275,84.58308333,27.7825,91.295,19.8423,65.721
MIN,MIN1,CDC,CDC 1:5,27/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,13,0,0,0,7,1,0,0,0,,23.68691667,79.76666667,28.322,87.4,21.162,50.5
MIN,MIN3,CDC,CDC 1:7,27/06/2017,JUN,2017,3,IN,18:00,06:00,1,4,6,0,4,0,4,0,0,0,0,COW,22.69775,73.33308333,26.7138,100,20.2991,0
MIN,MIN4,CDC,CDC 1:8,27/06/2017,JUN,2017,4,IN,18:00,06:00,0,2,1,0,0,2,7,1,0,0,0,,22.00275,84.58308333,27.7825,91.295,19.8423,65.721
MIN,MIN1,CDC,CDC 1:5,27/06/2017,JUN,2017,1,IN,18:00,06:00,0,0,13,0,0,0,7,1,0,0,0,,23.68691667,79.76666667,28.322,87.4,21.162,50.5
MIN,MIN3,CDC,CDC 1:7,27/06/2017,JUN,2017,3,IN,18:00,06:00,1,4,6,0,4,0,4,0,0,0,0,COW,22.69775,73.33308333,26.7138,100,20.2991,0
MIN,MIN4,CDC,CDC 1:8,27/06/2017,JUN,2017,4,IN,18:00,06:00,0,2,1,0,0,2,7,1,0,0,0,,22.00275,84.58308333,27.7825,91.295,19.8423,65.721
MIN,MIN2,CDC,CDC 1:10,28/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,16,0,0,0,6,0,0,0,0,,23.55790833,84.255,24.4936,85.057,22.9631,82.792
MIN,MIN3,CDC,CDC 1:11,28/06/2017,JUN,2017,3,IN,18:00,06:00,0,2,8,0,0,1,3,0,0,0,0,COW,23.15188333,24.96433333,25.7512,100,21.8003,0
MIN,MIN4,CDC,CDC 1:12,28/06/2017,JUN,2017,4,IN,18:00,06:00,1,0,21,0,0,0,4,0,0,0,0,,22.47236667,88.0315,24.6394,91.588,21.5596,81.254
MIN,MIN2,CDC,CDC 1:10,28/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,16,0,0,0,6,0,0,0,0,,23.55790833,84.255,24.4936,85.057,22.9631,82.792
MIN,MIN3,CDC,CDC 1:11,28/06/2017,JUN,2017,3,IN,18:00,06:00,0,2,8,0,0,1,3,0,0,0,0,COW,23.15188333,24.96433333,25.7512,100,21.8003,0
MIN,MIN4,CDC,CDC 1:12,28/06/2017,JUN,2017,4,IN,18:00,06:00,1,0,21,0,0,0,4,0,0,0,0,,22.47236667,88.0315,24.6394,91.588,21.5596,81.254
MIN,MIN2,CDC,CDC 1:10,28/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,16,0,0,0,6,0,0,0,0,,23.55790833,84.255,24.4936,85.057,22.9631,82.792
MIN,MIN3,CDC,CDC 1:11,28/06/2017,JUN,2017,3,IN,18:00,06:00,0,2,8,0,0,1,3,0,0,0,0,COW,23.15188333,24.96433333,25.7512,100,21.8003,0
MIN,MIN4,CDC,CDC 1:12,28/06/2017,JUN,2017,4,IN,18:00,06:00,1,0,21,0,0,0,4,0,0,0,0,,22.47236667,88.0315,24.6394,91.588,21.5596,81.254
MIN,MIN1,CDC,CDC 1:13,29/06/2017,JUN,2017,1,IN,18:00,06:00,1,1,16,0,0,0,4,0,0,0,0,,23.89241667,84.44166667,26.581,87.7,22.408,76.5
MIN,MIN2,CDC,CDC 1:14,29/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,14,0,0,0,4,0,0,0,0,,24.35416667,82.34366667,25.0716,83.641,23.8752,77.979
MIN,MIN3,CDC,CDC 1:15,29/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,7,0,0,0,6,0,0,0,0,COW,23.66376667,74.343,26.2391,100,22.2519,0
MIN,MIN1,CDC,CDC 1:13,29/06/2017,JUN,2017,1,IN,18:00,06:00,1,1,16,0,0,0,4,0,0,0,0,,23.89241667,84.44166667,26.581,87.7,22.408,76.5
MIN,MIN2,CDC,CDC 1:14,29/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,14,0,0,0,4,0,0,0,0,,24.35416667,82.34366667,25.0716,83.641,23.8752,77.979
MIN,MIN3,CDC,CDC 1:15,29/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,7,0,0,0,6,0,0,0,0,COW,23.66376667,74.343,26.2391,100,22.2519,0
MIN,MIN1,CDC,CDC 1:13,29/06/2017,JUN,2017,1,IN,18:00,06:00,1,1,16,0,0,0,4,0,0,0,0,,23.89241667,84.44166667,26.581,87.7,22.408,76.5
MIN,MIN2,CDC,CDC 1:14,29/06/2017,JUN,2017,2,IN,18:00,06:00,0,0,14,0,0,0,4,0,0,0,0,,24.35416667,82.34366667,25.0716,83.641,23.8752,77.979
MIN,MIN3,CDC,CDC 1:15,29/06/2017,JUN,2017,3,IN,18:00,06:00,0,1,7,0,0,0,6,0,0,0,0,COW,23.66376667,74.343,26.2391,100,22.2519,0
LUP,LUP1,CDC,CDC 1:1,03/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,1,0,0,0,25,0,0,0,0,,27.73691667,63.49166667,29.516,67.4,25.348,59.7
LUP,LUP3,CDC,CDC 1:3,03/07/2017,JUL,2017,3,IN,18:00,06:00,0,1,62,0,3,1,14,0,0,8,0,GOAT,28.46875,70.48691667,30.5477,74.613,25.9964,65.172
LUP,LUP4,CDC,CDC 1:4,03/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,9,0,14,0,16,0,0,0,0,,27.62388333,61.92025,29.3127,65.721,25.193,59.748
LUP,LUP2,CDC,CDC 1:6,04/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,5,3,94,0,0,0,0,,25.18126667,70.36483333,28.833,78.545,22.8314,56.4
LUP,LUP3,CDC,CDC 1:7,04/07/2017,JUL,2017,3,IN,18:00,06:00,1,0,13,0,1,0,6,0,0,0,1,GOAT,23.806325,92.70675,27.3606,100,21.9027,76.911
LUP,LUP4,CDC,CDC 1:8,04/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,8,1,10,0,20,0,0,0,0,,23.46406667,78.92266667,25.2617,82.667,22.4382,73.623
SAG,SAG2,CDC,CDC 1:2,05/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,0,2,50,2,0,0,0,COW,25.55953333,72.42541667,28.0835,77.696,22.6015,64.452
SAG,SAG3,CDC,CDC 1:3,05/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,6,1,0,0,22,0,0,0,0,,23.84658333,79.40566667,27.1175,100,20.5363,0
LUP,LUP1,CDC,CDC 1:9,05/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,1,0,0,0,13,0,0,0,0,,23.61458333,81.73333333,26.888,87.1,20.621,69
LUP,LUP2,CDC,CDC 1:10,05/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,2,0,2,0,45,0,0,0,0,,25.55953333,72.42541667,28.0835,77.696,22.6015,64.452
LUP,LUP3,CDC,CDC 1:11,05/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,40,0,10,0,20,0,0,0,0,GOAT,23.84658333,79.40566667,27.1175,100,20.5363,0
LUP,LUP1,CDC,CDC 1:13,06/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,1,0,0,0,30,2,0,0,1,,23.28916667,80.15,26.441,84.8,21.629,70.6
LUP,LUP2,CDC,CDC 1:14,06/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,24,3,44,1,0,0,0,,24.21011667,74.55666667,27.0494,79.961,22.1147,66.085
LUP,LUP4,CDC,CDC 1:16,06/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,6,0,2,0,18,0,0,0,0,,22.875725,82.83216667,24.5826,86.059,21.7685,78.428
KID,KID1,CDC,CDC 1:1,10/07/2017,JUL,2017,1,IN,18:00,06:00,0,1,0,0,0,0,1,2,0,0,0,COW,26.64083333,65.16666667,28.397,69.3,24.197,63
KID,KID2,CDC,CDC 1:2,10/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,0,0,3,1,0,0,0,COW,27.2796,65.10941667,28.9907,69.35,24.6555,63.091
KID,KID3,CDC,CDC 1:3,10/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,3,1,7,0,83,1,0,0,0,,26.55593333,80.07025,28.6321,81.219,24.1631,78.347
KID,KID1,CDC,CDC 1:5,11/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,0,0,3,0,0,0,0,COW,23.41566667,72.40833333,27.334,75.7,20.663,64.3
KID,KID2,CDC,CDC 1:6,11/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,2,0,0,0,4,0,0,0,0,COW,22.618125,74.09041667,28.824,80.244,19.143,59.281
KID,KID4,CDC,CDC 1:8,11/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,11,1,11,0,0,0,0,,23.01994167,73.51566667,27.3606,77.863,19.6656,64.635
KID,KID2,CDC,CDC 1:10,12/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,0,0,5,4,0,0,0,COW,21.31085,72.63508333,28.3836,83.925,17.2914,51.96
KID,KID3,CDC,CDC 1:11,12/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,10,0,8,0,120,1,0,0,0,,21.83815833,88.089,26.0346,94.825,19.3038,74.613
KID,KID4,CDC,CDC 1:12,12/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,5,0,26,7,0,0,0,,21.60469167,72.04525,26.8025,78.428,18.5331,59.205
KID,KID1,CDC,CDC 1:13,13/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,0,0,0,1,0,0,0,COW,23.09733333,70.91666667,26.924,78.2,21.26,58.6
KID,KID3,CDC,CDC 1:15,13/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,7,0,1,2,114,3,0,0,0,,24.11203333,83.77683333,26.6267,89.707,22.7591,70.366
KID,KID4,CDC,CDC 1:16,13/07/2017,JUL,2017,4,IN,18:00,06:00,0,1,0,0,4,0,12,0,0,0,0,,23.45935,70.37525,27.1131,77.298,21.4342,58.675
SAG,SAG2,CDC,CDC 1:2,17/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,1,7,6,52,8,0,0,0,COW,27.9262,56.52491667,29.0944,62.547,26.0596,53.527
SAG,SAG3,CDC,CDC 1:3,17/07/2017,JUL,2017,3,IN,18:00,06:00,4,0,4,0,0,15,30,1,0,0,0,,27.085525,66.7665,28.0268,68.452,25.4169,65.719
SAG,SAG4,CDC,CDC 1:4,17/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,1,0,6,0,11,0,0,0,0,,26.69899167,58.03183333,28.0775,60.019,24.8247,55.811
SAG,SAG2,CDC,CDC 1:2,17/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,1,7,6,52,8,0,0,0,COW,27.9262,56.52491667,29.0944,62.547,26.0596,53.527
SAG,SAG3,CDC,CDC 1:3,17/07/2017,JUL,2017,3,IN,18:00,06:00,4,0,4,0,0,15,30,1,0,0,0,,27.085525,66.7665,28.0268,68.452,25.4169,65.719
SAG,SAG4,CDC,CDC 1:4,17/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,1,0,6,0,11,0,0,0,0,,26.69899167,58.03183333,28.0775,60.019,24.8247,55.811
SAG,SAG1,CDC,CDC 1:5,18/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,3,2,28,2,0,1,0,COW,24.523575,87.88108333,27.13085,97.836,23.30637,77.485
SAG,SAG3,CDC,CDC 1:7,18/07/2017,JUL,2017,3,IN,18:00,06:00,0,2,3,2,8,1,48,0,0,0,0,,24.523575,87.88108333,27.1309,97.836,23.3064,77.485
SAG,SAG4,CDC,CDC 1:8,18/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,1,0,8,2,0,0,0,,25.27270833,68.41533333,28.8345,77.015,23.118,60.019
SAG,SAG1,CDC,CDC 1:5,18/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,3,2,28,2,0,1,0,COW,24.523575,87.88108333,27.13085,97.836,23.30637,77.485
SAG,SAG3,CDC,CDC 1:7,18/07/2017,JUL,2017,3,IN,18:00,06:00,0,2,3,2,8,1,48,0,0,0,0,,24.523575,87.88108333,27.1309,97.836,23.3064,77.485
SAG,SAG4,CDC,CDC 1:8,18/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,0,0,1,0,8,2,0,0,0,,25.27270833,68.41533333,28.8345,77.015,23.118,60.019
SAG,SAG1,CDC,CDC 1:9,19/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,5,4,20,2,0,0,0,COW,24.92415,79.93858333,27.16195,88.503,22.81839,71.186
SAG,SAG2,CDC,CDC 1:10,19/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,1,0,1,4,58,3,0,0,0,COW,26.057,59.58141667,29.4017,66.085,23.0775,54.05
SAG,SAG4,CDC,CDC 1:12,19/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,1,0,4,0,7,0,0,0,0,,25.546625,63.55466667,29.1125,70.608,23.0746,54.509
SAG,SAG1,CDC,CDC 1:9,19/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,5,4,20,2,0,0,0,COW,24.92415,79.93858333,27.16195,88.503,22.81839,71.186
SAG,SAG2,CDC,CDC 1:10,19/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,1,0,1,4,58,3,0,0,0,COW,26.057,59.58141667,29.4017,66.085,23.0775,54.05
SAG,SAG4,CDC,CDC 1:12,19/07/2017,JUL,2017,4,IN,18:00,06:00,0,0,1,0,4,0,7,0,0,0,0,,25.546625,63.55466667,29.1125,70.608,23.0746,54.509
SAG,SAG1,CDC,CDC 1:13,20/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,4,1,12,1,0,0,0,COW,24.18983667,86.64216667,26.7936,94.825,22.95586,76.911
SAG,SAG2,CDC,CDC 1:14,20/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,0,0,15,6,0,0,2,COW,25.47459167,64.54816667,29.2509,69.622,23.4354,57.445
SAG,SAG3,CDC,CDC 1:15,20/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,5,0,4,4,85,1,0,0,0,,24.18985,86.64216667,26.7936,94.825,22.9559,76.911
SAG,SAG1,CDC,CDC 1:13,20/07/2017,JUL,2017,1,IN,18:00,06:00,0,0,0,0,4,1,12,1,0,0,0,COW,24.18983667,86.64216667,26.7936,94.825,22.95586,76.911
SAG,SAG2,CDC,CDC 1:14,20/07/2017,JUL,2017,2,IN,18:00,06:00,0,0,0,0,0,0,15,6,0,0,2,COW,25.47459167,64.54816667,29.2509,69.622,23.4354,57.445
SAG,SAG3,CDC,CDC 1:15,20/07/2017,JUL,2017,3,IN,18:00,06:00,0,0,5,0,4,4,85,1,0,0,0,,24.18985,86.64216667,26.7936,94.825,22.9559,76.911
MIN,MIN1,CDC,CDC 1:1,24/07/2017,JUL,2017,1,IN,18:00,06:00,10,0,20,0,2,0,9,0,0,0,1,,28.47652417,71.44825,29.83531,79.496,26.27592,67.905
MIN,MIN4,CDC,CDC 1:4,24/07/2017,JUL,2017,4,IN,18:00,06:00,3,1,23,0,0,0,4,1,0,0,0,,28.58483333,61.09216667,29.805,67.35,26.5781,58.155
MIN,MIN1,CDC,CDC 1:1,24/07/2017,JUL,2017,1,IN,18:00,06:00,10,0,20,0,2,0,9,0,0,0,1,,28.47652417,71.44825,29.83531,79.496,26.27592,67.905
MIN,MIN3,CDC,CDC,24/07/2017,JUL,2017,3,IN,18:00,06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHANGED HOUSE,28.476525,71.44825,29.8353,79.496,26.2759,67.905
MIN,MIN4,CDC,CDC 1:4,24/07/2017,JUL,2017,4,IN,18:00,06:00,3,1,23,0,0,0,4,1,0,0,0,,28.58483333,61.09216667,29.805,67.35,26.5781,58.155
