village,VillageHH,traptype,trap,date,month,year,HH,IN.OUT,start,end,Agml,Agfed,Agunf,Aggrv,Afml,Affed,Affunf,Afgrv,Acml,Acfem,OthAn,Notes,MeanTemp,MeanHum,MaxTemp,MaxHum,MinTemp,MinHum
LUP,LUP3,CDC,CDC 1:7,14/03/2017,MAR,2017,3,IN,18:00,06:00,0,4,723,0,0,0,9,0,0,0,0,GOAT,26.08804167,58.94766667,28.3642,98.74,24.7693,0
LUP,LUP4,CDC,CDC 1:8,14/03/2017,MAR,2017,4,IN,18:00,06:00,4,0,33,0,0,0,5,0,0,0,0,,26.44875833,86.361,28.9426,88.651,25.4989,73.623
LUP,LUP1,CDC,CDC 1:9,15/03/2017,MAR,2017,1,IN,18:00,06:00,2,7,208,0,0,1,8,0,0,0,0,PIG,26.66643333,84.42133333,28.2312,89.156,25.4609,74.253
LUP,LUP2,CDC,CDC 1:10,15/03/2017,MAR,2017,2,IN,18:00,06:00,1,1,160,0,0,0,2,0,0,0,0,,26.47233333,86.095,28.1267,89.668,25.1974,79.112
LUP,LUP3,CDC,CDC 1:11,15/03/2017,MAR,2017,3,IN,18:00,06:00,3,11,640,4,0,0,19,0,0,0,0,GOAT,26.56245833,29.43808333,28.9982,100,25.1228,0
LUP,LUP1,CDC,CDC 1:13,16/03/2017,MAR,2017,1,IN,18:00,06:00,1,7,166,1,0,1,6,0,0,0,0,PIG,27.99898333,82.64866667,30.0748,85.669,25.9421,74.824
LUP,LUP2,CDC,CDC 1:14,16/03/2017,MAR,2017,2,IN,18:00,06:00,5,0,93,0,0,1,0,0,0,0,0,,27.86965,83.8065,29.9762,87.322,25.4931,78.545
LUP,LUP4,CDC,CDC 1:16,16/03/2017,MAR,2017,4,IN,18:00,06:00,6,2,58,0,3,0,0,0,0,0,0,,27.67050833,83.468,28.7295,85.494,26.0846,80.406
KID,KID2,CDC,CDC 1:2,20/03/2017,MAR,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,29.73159167,74.78375,30.4639,77.13,28.9366,70.166
KID,KID3,CDC,CDC 1:3,20/03/2017,MAR,2017,3,IN,18:00,06:00,1,0,22,0,0,0,2,0,0,0,0,,29.85925833,97.568,30.6774,100,29.1095,88.503
KID,KID4,CDC,CDC 1:4,20/03/2017,MAR,2017,4,IN,18:00,06:00,1,0,2,0,3,1,3,0,0,0,0,,29.68878333,75.30566667,30.3376,77.58,28.9471,70.065
KID,KID1,CDC,CDC 1:5,21/03/2017,MAR,2017,1,IN,18:00,06:00,0,2,25,1,2,4,4,0,0,0,0,COW,26.283225,85.09741667,30.769,93.311,23.9334,72.557
KID,KID2,CDC,CDC 1:6,21/03/2017,MAR,2017,2,IN,18:00,06:00,0,3,9,0,0,3,2,0,0,0,0,COW,26.32250833,84.84233333,30.6423,91.727,24.1049,75.714
KID,KID3,CDC,CDC 1:7,21/03/2017,MAR,2017,3,IN,18:00,06:00,2,3,39,0,1,0,11,0,0,0,0,,27.095325,18.30033333,30.7552,100,25.7776,0
KID,KID1,CDC,CDC 1:9,22/03/2017,MAR,2017,1,IN,18:00,06:00,1,1,15,5,0,0,1,9,0,0,0,COW,26.760375,85.166,29.3489,91.53,23.2614,77.963
KID,KID2,CDC,CDC 1:10,22/03/2017,MAR,2017,2,IN,18:00,06:00,2,0,7,0,2,0,6,0,0,0,0,COW,27.17374167,83.97758333,33.8286,89.962,23.7677,65.54
KID,KID4,CDC,CDC 1:12,22/03/2017,MAR,2017,4,IN,18:00,06:00,2,0,0,0,14,4,15,0,0,0,0,,27.00193333,84.45741667,29.6704,86.907,24.3261,79.559
KID,KID1,CDC,CDC 1:13,23/03/2017,MAR,2017,1,IN,18:00,06:00,0,0,6,0,0,0,7,0,0,0,0,COW,26.41170833,84.59683333,30.3194,91.233,24.9357,73.112
KID,KID3,CDC,CDC 1:15,23/03/2017,MAR,2017,3,IN,18:00,06:00,0,0,15,0,5,0,18,1,0,0,0,,27.17460833,10.53475,29.2449,100,26.195,0
KID,KID4,CDC,CDC 1:16,23/03/2017,MAR,2017,4,IN,18:00,06:00,0,0,0,0,1,0,3,2,0,0,0,,27.38343333,80.83625,30.9938,86.059,25.9421,71.151
SAG,SAG2,CDC,CDC 1:2,27/03/2017,MAR,2017,2,IN,18:00,06:00,0,4,13,0,1,0,7,0,0,0,0,COW,30.56813333,69.49841667,31.9569,78.829,28.2626,40.368
SAG,SAG3,CDC,CDC 1:3,27/03/2017,MAR,2017,3,IN,18:00,06:00,6,0,164,0,0,0,4,0,0,0,14,,30.51851667,81.79991667,32.1844,99.342,28.3179,0
SAG,SAG4,CDC,CDC 1:4,27/03/2017,MAR,2017,4,IN,18:00,06:00,0,1,106,0,0,0,1,0,0,0,1,,30.78020833,70.34733333,32.4701,89.826,28.3777,41.708
SAG,SAG1,CDC,CDC 1:5,28/03/2017,MAR,2017,1,IN,18:00,06:00,0,16,23,0,0,4,2,1,0,1,0,COW,28.209,79.72333333,31.3603,87.381,25.7438,73.397
SAG,SAG3,CDC,CDC 1:7,28/03/2017,MAR,2017,3,IN,18:00,06:00,1,0,65,0,1,0,0,0,0,0,0,,26.78861667,41.66666667,29.0764,100,25.2851,0
SAG,SAG4,CDC,CDC 1:8,28/03/2017,MAR,2017,4,IN,18:00,06:00,1,3,78,0,0,0,1,0,0,0,0,,27.60446667,80.24158333,29.9641,83.798,25.7541,76.45
SAG,SAG1,CDC,CDC 1:9,29/03/2017,MAR,2017,1,IN,18:00,06:00,0,3,42,0,0,1,5,0,0,0,0,COW,28.40038333,79.652,30.9448,82.815,26.4586,73.397
SAG,SAG2,CDC,CDC 1:10,29/03/2017,MAR,2017,2,IN,18:00,06:00,1,8,71,0,0,1,5,0,0,0,0,COW,26.83543333,84.90216667,29.3715,88.786,25.0058,79.678
SAG,SAG4,CDC,CDC 1:12,29/03/2017,MAR,2017,4,IN,18:00,06:00,0,0,79,0,0,0,6,0,0,0,0,,27.76615,81.419,29.4605,87.189,25.4242,78.145
SAG,SAG1,CDC,CDC 1:13,30/03/2017,MAR,2017,1,IN,18:00,06:00,0,0,65,0,0,0,5,0,0,0,0,COW,25.1987,90.21925,25.6763,90.936,24.7693,89.156
SAG,SAG2,CDC,CDC 1:14,30/03/2017,MAR,2017,2,IN,18:00,06:00,0,19,31,0,1,1,1,0,0,0,1,COW,24.23375,93.49133333,24.9912,94.668,23.7474,92.315
SAG,SAG3,CDC,CDC 1:15,30/03/2017,MAR,2017,3,IN,18:00,06:00,0,1,80,0,0,0,3,0,0,0,0,,25.21516667,29.2255,25.5019,39.621,24.8437,21.795
MIN,MIN1,CDC,CDC 1:1,03/04/2017,APR,2017,1,IN,18:00,06:00,3,0,32,0,0,0,1,0,0,0,0,,30.347575,74.09091667,32.1457,75.395,29.2525,71.735
MIN,MIN2,CDC,CDC 1:2,03/04/2017,APR,2017,2,IN,18:00,06:00,1,3,291,0,0,0,1,0,0,0,1,,30.25126667,74.37391667,31.7854,75.714,29.1862,71.799
MIN,MIN4,CDC,CDC 1:4,03/04/2017,APR,2017,4,IN,18:00,06:00,6,6,273,0,0,0,0,0,0,0,0,,30.2509,73.43716667,32.2573,75.602,29.0268,70.065
MIN,MIN1,CDC,CDC 1:5,04/04/2017,APR,2017,1,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,PROBLEMS WITH HOUSE,24.932675,88.63208333,29.2901,93.311,23.669,79.39
MIN,MIN3,CDC,CDC 1:7,04/04/2017,APR,2017,3,IN,18:00,06:00,3,9,25,0,0,0,1,0,0,2,1,COW,24.86025,35.10883333,30.052,100,23.2093,0
MIN,MIN4,CDC,CDC 1:8,04/04/2017,APR,2017,4,IN,18:00,06:00,2,0,22,0,0,0,0,0,0,0,0,,23.87429167,90.01891667,28.3074,93.938,22.4136,80.972
MIN,MIN2,CDC,CDC 1:10,05/04/2017,APR,2017,2,IN,18:00,06:00,0,0,359,0,0,0,1,0,0,0,1,,24.57738333,88.07658333,24.8145,89.08,24.2242,87.039
MIN,MIN3,CDC,CDC 1:11,05/04/2017,APR,2017,3,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,COW,23.58991667,41.17441667,23.9915,83.23,23.3209,11.875
MIN,MIN4,CDC,CDC 1:12,05/04/2017,APR,2017,4,IN,18:00,06:00,2,3,162,0,1,0,1,0,0,0,3,,23.32475,94.35441667,24.0787,97.169,23.0905,91.001
MIN,MIN1,CDC,CDC 1:13,06/04/2017,APR,2017,1,IN,18:00,06:00,3,0,89,0,0,0,1,0,0,0,1,,24.28300833,94.74558333,24.9313,95.685,23.6777,93.608
MIN,MIN2,CDC,CDC 1:14,06/04/2017,APR,2017,2,IN,18:00,06:00,3,2,303,1,0,0,0,0,0,0,0,,25.01624167,88.8355,25.2164,89.962,24.8131,87.322
MIN,MIN3,CDC,CDC 1:15,06/04/2017,APR,2017,3,IN,18:00,06:00,6,1,17,0,1,0,4,0,0,0,0,COW,24.12048333,32.62141667,24.9153,55.445,23.5282,4.329
LUP,LUP1,CDC,CDC 1:1,10/04/2017,APR,2017,1,IN,18:00,06:00,7,2,155,0,0,5,23,0,0,2,2,PIG,27.88526667,79.8185,28.5422,80.817,26.9074,79.105
LUP,LUP3,CDC,CDC 1:3,10/04/2017,APR,2017,3,IN,18:00,06:00,7,5,429,0,0,2,23,0,0,0,0,GOAT,28.1539,100,28.671,100,27.2775,100
LUP,LUP4,CDC,CDC 1:4,10/04/2017,APR,2017,4,IN,18:00,06:00,0,1,46,0,3,0,13,1,0,0,0,,28.15053333,78.42808333,28.761,79.276,27.199,77.863
LUP,LUP2,CDC,CDC 1:6,11/04/2017,APR,2017,2,IN,18:00,06:00,0,1,111,0,1,0,13,0,0,0,0,,24.57881667,89.72108333,25.2603,91.727,24.0278,86.189
LUP,LUP3,CDC,CDC 1:7,11/04/2017,APR,2017,3,IN,18:00,06:00,5,20,674,0,0,0,12,0,0,1,0,GOAT,24.40063333,42.5145,26.3039,100,23.4369,0
LUP,LUP4,CDC,CDC 1:8,11/04/2017,APR,2017,4,IN,18:00,06:00,0,1,56,0,0,0,7,0,0,0,0,,24.51366667,90.75683333,25.3759,92.763,23.7997,87.189
LUP,LUP1,CDC,CDC 1:9,12/04/2017,APR,2017,1,IN,18:00,06:00,0,2,130,0,1,2,12,1,0,1,2,PIG,26.39260833,83.03958333,29.126,88.859,24.943,72.557
LUP,LUP2,CDC,CDC 1:10,12/04/2017,APR,2017,2,IN,18:00,06:00,4,13,587,3,23,4,38,0,0,1,0,,25.49920833,88.1035,25.9156,89.08,25.0906,86.756
LUP,LUP3,CDC,CDC 1:11,12/04/2017,APR,2017,3,IN,18:00,06:00,7,9,896,1,20,5,67,8,0,2,1,GOAT,25.29646667,23.71391667,27.1975,100,24.6161,0
LUP,LUP1,CDC,CDC 1:13,13/04/2017,APR,2017,1,IN,18:00,06:00,1,3,180,0,1,2,29,1,0,1,0,PIG,26.6336,83.60066667,29.0222,87.671,24.8598,78.534
LUP,LUP2,CDC,CDC 1:14,13/04/2017,APR,2017,2,IN,18:00,06:00,0,0,296,0,0,0,3,0,0,0,0,,26.659875,85.17508333,28.6935,87.322,25.3876,81.943
LUP,LUP4,CDC,CDC 1:16,13/04/2017,APR,2017,4,IN,18:00,06:00,5,1,76,0,2,0,6,0,0,0,0,,25.93146667,87.74316667,27.4704,89.826,25.0044,84.646
KID,KID1,CDC,CDC 1:1,17/04/2017,APR,2017,1,IN,18:00,06:00,0,0,19,0,1,0,2,0,0,0,0,COW,28.920475,76.98825,30.1188,78.249,27.3695,75.966
KID,KID2,CDC,CDC 1:2,17/04/2017,APR,2017,2,IN,18:00,06:00,0,6,36,0,1,1,3,0,0,0,0,COW,28.90649167,77.2715,29.952,78.262,27.4155,76.564
KID,KID3,CDC,CDC 1:3,17/04/2017,APR,2017,3,IN,18:00,06:00,0,1,170,0,0,0,5,0,0,0,0,,28.95545,99.59575,30.0733,100,27.4734,98.138
KID,KID1,CDC,CDC 1:5,18/04/2017,APR,2017,1,IN,18:00,06:00,0,0,12,0,1,0,1,0,0,0,0,COW,26.02543333,86.93341667,28.803,90.343,24.5228,79.105
KID,KID2,CDC,CDC 1:6,18/04/2017,APR,2017,2,IN,18:00,06:00,0,1,56,0,0,0,4,0,0,0,0,COW,26.13696667,86.6085,29.6477,92.021,24.3174,77.13
KID,KID4,CDC,CDC 1:8,18/04/2017,APR,2017,4,IN,18:00,06:00,0,0,2,0,1,0,1,0,0,0,0,,26.42448333,85.66508333,30.0733,88.945,24.6205,81.537
KID,KID1,CDC,CDC 1:9,19/04/2017,APR,2017,1,IN,18:00,06:00,0,0,8,0,0,0,1,0,0,0,0,COW,25.2855,89.95183333,25.7996,91.53,24.5534,86.811
KID,KID3,CDC,CDC 1:11,19/04/2017,APR,2017,3,IN,18:00,06:00,0,3,62,0,1,2,8,0,0,0,0,,25.95738333,3.659,26.3584,8.825,25.3042,0
KID,KID4,CDC,CDC 1:12,19/04/2017,APR,2017,4,IN,18:00,06:00,0,0,12,0,1,0,1,0,0,0,0,,25.67045833,86.67633333,26.6666,91.001,23.945,82.95
KID,KID2,CDC,CDC 1:14,20/04/2017,APR,2017,2,IN,18:00,06:00,0,0,5,0,0,0,0,0,0,0,0,COW,25.32004167,90.2025,27.2835,93.491,24.1166,83.641
KID,KID3,CDC,CDC 1:15,20/04/2017,APR,2017,3,IN,18:00,06:00,0,2,27,0,0,1,2,0,0,0,0,,26.28460833,6.737416667,26.733,18.846,25.5532,0.249
KID,KID4,CDC,CDC 1:16,20/04/2017,APR,2017,4,IN,18:00,06:00,3,0,13,1,2,1,0,0,0,0,0,,25.92240833,86.81866667,27.5744,90.12,24.5694,82.385
SAG,SAG2,CDC,CDC 1:2,24/04/2017,APR,2017,2,IN,18:00,06:00,3,5,46,0,0,0,0,0,0,3,0,COW,27.272675,78.852,28.8345,81.093,26.2053,74.582
SAG,SAG3,CDC,CDC 1:3,24/04/2017,APR,2017,3,IN,18:00,06:00,1,1,207,0,1,0,2,0,0,0,0,,27.53696667,98.87275,28.9006,100,26.5073,95.127
SAG,SAG4,CDC,CDC 1:4,24/04/2017,APR,2017,4,IN,18:00,06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PROBLEMS WITH HOUSE,27.11186667,79.25225,28.7475,81.82,26.0038,74.471
SAG,SAG1,CDC,CDC 1:5,25/04/2017,APR,2017,1,IN,18:00,06:00,0,0,11,0,0,0,9,0,0,0,1,COW,27.649375,80.62941667,29.8277,85.098,25.8583,72.283
SAG,SAG3,CDC,CDC 1:7,25/04/2017,APR,2017,3,IN,18:00,06:00,2,0,136,0,0,0,2,0,0,0,0,,26.8695,34.62475,30.0262,100,25.1315,0
SAG,SAG4,CDC,CDC 1:8,25/04/2017,APR,2017,4,IN,18:00,06:00,0,0,49,0,0,0,3,0,0,2,0,,27.22908333,83.04891667,29.958,88.358,26.0685,74.471
SAG,SAG1,CDC,CDC 1:9,26/04/2017,APR,2017,1,IN,18:00,06:00,0,0,10,0,0,1,0,0,0,0,0,COW,27.51025833,81.58166667,31.1547,86.24,25.8084,72.009
SAG,SAG2,CDC,CDC 1:10,26/04/2017,APR,2017,2,IN,18:00,06:00,0,8,41,0,0,1,10,0,0,0,1,COW,26.56031667,83.61091667,29.6946,88.786,25.0687,72.616
SAG,SAG4,CDC,CDC 1:12,26/04/2017,APR,2017,4,IN,18:00,06:00,0,0,13,0,0,0,2,0,0,0,1,,26.81631667,83.26416667,29.4952,88.358,25.2354,73.341
SAG,SAG1,CDC,CDC 1:13,27/04/2017,APR,2017,1,IN,18:00,06:00,0,0,3,0,0,0,3,0,0,0,0,COW,27.694325,79.1985,30.8011,83.671,26.3481,66.529
SAG,SAG2,CDC,CDC 1:14,27/04/2017,APR,2017,2,IN,18:00,06:00,1,9,12,0,0,0,3,0,0,0,0,COW,26.733875,81.69108333,29.0974,86.756,25.4609,70.711
SAG,SAG3,CDC,CDC 1:15,27/04/2017,APR,2017,3,IN,18:00,06:00,1,2,140,0,0,0,1,0,0,4,0,,25.71603333,26.50991667,27.0036,100,25.0102,0
MIN,MIN1,CDC,CDC 1:1,01/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,3,0,0,0,0,0,0,0,0,,26.61585,77.28308333,28.2297,80.532,25.4711,70.639
MIN,MIN2,CDC,CDC 1:2,01/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,100,0,0,0,3,0,0,0,17,,26.66870833,77.74325,27.7736,79.678,25.7042,74.299
MIN,MIN4,CDC,CDC 1:4,01/05/2017,MAY,2017,4,IN,18:00,06:00,1,0,37,0,0,0,5,0,0,0,0,,26.66063333,77.98091667,27.9195,79.841,25.6631,72.78
MIN,MIN1,CDC,CDC 1:5,02/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,31,0,0,0,1,1,0,0,0,,24.86521667,90.37625,27.4956,93.608,23.7097,85.955
MIN,MIN3,CDC,CDC 1:7,02/05/2017,MAY,2017,3,IN,18:00,06:00,2,4,3,0,0,1,2,0,0,0,0,COW,24.87774167,19.37766667,28.5797,100,23.4093,0
MIN,MIN4,CDC,CDC 1:8,02/05/2017,MAY,2017,4,IN,18:00,06:00,1,8,75,0,0,0,7,0,0,0,0,,24.15986667,91.61308333,26.6194,94.232,23.0268,87.476
MIN,MIN1,CDC,CDC 1:9,03/05/2017,MAY,2017,1,IN,18:00,06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26.39054167,86.3495,27.7245,89.452,24.8612,81.674
MIN,MIN2,CDC,CDC 1:10,03/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,26,0,0,3,2,0,0,0,1,,26.07963333,86.62233333,26.5736,89.374,25.1623,83.925
MIN,MIN3,CDC,CDC 1:11,03/05/2017,MAY,2017,3,IN,18:00,06:00,0,6,2,0,0,1,2,0,0,0,2,COW,26.50565,49.08283333,28.4988,100,24.6788,0
MIN,MIN4,CDC,CDC 1:12,03/05/2017,MAY,2017,4,IN,18:00,06:00,0,3,18,0,0,0,0,0,0,0,0,,25.387325,87.29441667,26.6504,91.001,23.7576,82.102
MIN,MIN2,CDC,CDC 1:14,04/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,11,0,0,1,1,0,0,0,0,,26.02625,86.35658333,26.2818,88.198,25.4184,85.34
MIN,MIN3,CDC,CDC 1:15,04/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,1,0,0,0,1,0,0,0,0,COW,25.75725,42.11525,27.7409,100,24.6919,0
LUP,LUP1,CDC,CDC 1:1,08/05/2017,MAY,2017,1,IN,18:00,06:00,1,1,29,0,0,4,41,0,0,1,0,PIG,27.59264167,83.57641667,28.6081,84.813,26.801,81.674
LUP,LUP3,CDC,CDC 1:3,08/05/2017,MAY,2017,3,IN,18:00,06:00,0,2,122,0,0,1,14,0,0,3,1,GOAT,27.73403333,25,28.6755,100,26.8956,0
LUP,LUP4,CDC,CDC 1:4,08/05/2017,MAY,2017,4,IN,18:00,06:00,0,2,13,0,0,0,6,0,0,0,0,,27.63215833,81.72541667,28.273,82.385,26.9399,80.689
LUP,LUP2,CDC,CDC 1:6,09/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,4,0,2,4,28,2,0,0,0,,24.73116667,91.48533333,28.5422,95.55,22.8763,83.075
LUP,LUP3,CDC,CDC 1:7,09/05/2017,MAY,2017,3,IN,18:00,06:00,0,7,3,0,2,1,8,0,0,0,3,GOAT,24.50645,30.9165,28.5916,100,22.5104,0
LUP,LUP4,CDC,CDC 1:8,09/05/2017,MAY,2017,4,IN,18:00,06:00,2,1,7,0,1,1,13,0,0,0,0,,25.03529167,89.15333333,27.7989,91.001,23.8607,83.515
LUP,LUP1,CDC,CDC 1:9,10/05/2017,MAY,2017,1,IN,18:00,06:00,0,1,9,0,1,7,38,3,0,0,0,PIG,25.13065833,86.85641667,27.3977,90.343,23.9741,80.532
LUP,LUP2,CDC,CDC 1:10,10/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,3,0,8,6,68,0,0,0,0,,25.30655,90.432,27.5387,93.785,23.9915,86.189
LUP,LUP3,CDC,CDC 1:11,10/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,30,0,0,0,14,0,0,1,0,GOAT,25.580325,22.11058333,28.8465,100,24.0089,0
LUP,LUP1,CDC,CDC 1:13,11/05/2017,MAY,2017,1,IN,18:00,06:00,0,1,15,1,0,3,27,5,0,0,0,PIG,24.98215,87.13225,26.3186,90.936,23.9813,83.101
LUP,LUP2,CDC,CDC 1:14,11/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,15,0,0,4,16,0,0,0,0,,24.67633333,92.14333333,25.4799,94.962,23.836,89.668
LUP,LUP4,CDC,CDC 1:16,11/05/2017,MAY,2017,4,IN,18:00,06:00,2,0,55,1,2,1,14,1,0,0,0,,24.921825,91.19675,25.4462,93.057,24.4689,89.532
KID,KID2,CDC,CDC 1:2,15/05/2017,MAY,2017,2,IN,18:00,06:00,0,1,2,0,0,0,1,1,0,0,0,COW,28.09789167,76.77616667,29.2615,78.545,26.801,75.714
KID,KID3,CDC,CDC 1:3,15/05/2017,MAY,2017,3,IN,18:00,06:00,0,1,8,0,0,2,1,1,0,0,0,,28.13314167,96.78725,29.5163,100,26.7641,94.825
KID,KID4,CDC,CDC 1:4,15/05/2017,MAY,2017,4,IN,18:00,06:00,2,1,0,0,0,0,2,0,0,0,0,,28.04351667,76.40275,29.3353,78.428,26.798,75.602
KID,KID1,CDC,CDC 1:5,16/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,1,0,0,0,0,1,0,0,0,COW,23.85780833,85.89041667,27.4199,90.936,21.9964,75.109
KID,KID3,CDC,CDC 1:7,16/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,CULEX,25.12731667,58.33333333,26.9932,100,24.1078,0
KID,KID4,CDC,CDC 1:8,16/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,0,0,0,0,0,2,0,0,0,,24.37700833,83.4445,27.3739,87.189,23.1398,75.602
KID,KID1,CDC,CDC 1:9,17/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,0,0,0,0,1,1,0,0,0,COW,24.44468333,87.80766667,26.7109,90.64,23.4731,79.105
KID,KID2,CDC,CDC 1:10,17/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,2,1,0,0,2,0,0,0,1,COW,25.1851,83.45275,27.793,86.473,23.9944,76.281
KID,KID4,CDC,CDC 1:12,17/05/2017,MAY,2017,4,IN,18:00,06:00,0,3,3,0,0,0,3,1,0,0,0,,25.09145,83.96275,27.6323,87.189,23.9988,77.298
KID,KID1,CDC,CDC 1:13,18/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,COW,24.42664167,89.16225,25.8055,90.936,23.746,85.669
KID,KID2,CDC,CDC 1:14,18/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,0,0,0,0,0,0,0,0,0,COW,24.85185,85.93883333,26.64,89.374,23.9072,82.226
KID,KID3,CDC,CDC 1:15,18/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,16,0,0,0,14,1,0,0,0,,25.08990833,2.883916667,25.5546,7.388,24.7576,0.657
SAG,SAG1,CDC,CDC 1:1,22/05/2017,MAY,2017,1,IN,18:00,06:00,0,3,2,0,1,0,11,0,0,1,0,COW,27.9497,74.61633333,29.4137,77.107,26.6828,71.735
SAG,SAG2,CDC,CDC 1:2,22/05/2017,MAY,2017,2,IN,18:00,06:00,1,1,1,0,1,4,11,1,0,0,4,COW,28.01784167,75.24233333,29.114,75.714,26.8365,74.865
SAG,SAG3,CDC,CDC 1:3,22/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,13,0,3,1,10,0,0,1,0,,27.97314167,93.42033333,29.3338,95.428,26.7493,90.911
SAG,SAG1,CDC,CDC 1:5,23/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,0,0,0,1,15,0,0,0,1,COW,26.04188333,82.31575,28.2865,86.525,24.8218,74.539
SAG,SAG2,CDC,CDC 1:6,23/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,3,0,1,5,31,2,0,0,3,COW,25.21285833,86.24133333,27.3947,90.55,24.1689,79.112
SAG,SAG4,CDC,CDC 1:8,23/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,2,0,1,0,8,0,0,0,0,,25.77179167,84.33958333,27.6948,87.189,25.193,79.841
SAG,SAG1,CDC,CDC 1:9,24/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,0,0,1,4,21,1,0,0,0,COW,26.52185,81.48316667,28.4853,85.669,25.2983,74.253
SAG,SAG3,CDC,CDC 1:11,24/05/2017,MAY,2017,3,IN,18:00,06:00,0,1,16,0,6,1,32,1,0,6,1,,25.34280833,0.4665,26.0493,5.553,24.6992,0
SAG,SAG4,CDC,CDC 1:12,24/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,1,0,1,1,10,0,0,3,0,,25.75991667,84.71616667,26.8838,86.624,25.1374,82.667
SAG,SAG2,CDC,CDC 1:14,25/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,2,0,0,1,22,3,0,1,11,COW,25.77830833,77.53458333,30.1203,83.641,23.6966,65.268
SAG,SAG3,CDC,CDC 1:15,25/05/2017,MAY,2017,3,IN,18:00,06:00,1,0,1,0,3,1,8,1,0,0,0,,25.44274167,99.50466667,26.9547,100,24.6569,97.535
SAG,SAG4,CDC,CDC 1:16,25/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,2,0,1,0,11,0,0,3,0,,25.84921667,78.78141667,28.2611,82.385,24.265,73.058
MIN,MIN1,CDC,CDC 1:1,29/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,10,0,0,0,7,0,0,3,2,,28.913275,72.86383333,30.1568,73.968,27.8287,72.009
MIN,MIN2,CDC,CDC 1:2,29/05/2017,MAY,2017,2,IN,18:00,06:00,0,2,19,0,0,1,16,0,0,0,0,,28.88528333,72.58675,30.365,74.299,27.6769,70.711
MIN,MIN4,CDC,CDC 1:4,29/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,12,0,1,0,7,0,0,1,0,,28.84008333,72.83633333,30.1431,73.906,27.7736,71.966
MIN,MIN1,CDC,CDC 1:5,30/05/2017,MAY,2017,1,IN,18:00,06:00,0,0,8,0,0,0,3,0,0,0,0,,25.96830833,87.9075,28.4629,91.53,23.8418,71.735
MIN,MIN3,CDC,CDC 1:7,30/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,3,0,0,0,1,0,0,0,0,COW,25.48921667,9.327666667,27.8212,73.177,24.0758,0
MIN,MIN4,CDC,CDC 1:8,30/05/2017,MAY,2017,4,IN,18:00,06:00,0,1,12,0,0,0,9,0,0,1,1,,24.58391667,91.50491667,27.2716,93.938,22.8343,82.95
MIN,MIN1,CDC,CDC 1:9,31/05/2017,MAY,2017,1,IN,18:00,06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,24.06733333,90.52883333,25.1389,93.608,23.5108,83.671
MIN,MIN2,CDC,CDC 1:10,31/05/2017,MAY,2017,2,IN,18:00,06:00,0,0,4,0,0,1,13,3,0,0,0,,24.94706667,86.94808333,25.2281,88.198,24.7561,84.774
MIN,MIN3,CDC,CDC 1:11,31/05/2017,MAY,2017,3,IN,18:00,06:00,0,0,0,0,0,1,1,0,0,0,1,COW,23.722725,18.44966667,26.2597,100,23.1818,0
MIN,MIN4,CDC,CDC 1:12,31/05/2017,MAY,2017,4,IN,18:00,06:00,0,0,3,0,1,3,6,0,0,0,0,,23.07098333,93.00825,24.3232,95.701,22.5234,87.77
