"","village","VillageHH","traptype","trap","date","month","year","HH","IN.OUT","start","end","Agfed","Agunf","Aggrv","Affed","Affunf","Afgrv","Notes","MeanTemp","MeanHum"
"355","SAG","SAG2","CDC","CDC 1:10","21/12/2016","DEC",2016,2,"IN","18:00","06:00",0,0,0,0,0,0,"",31.04621667,54.40791667
"356","SAG","SAG4","CDC","CDC 1:12","21/12/2016","DEC",2016,4,"IN","18:00","06:00",0,0,0,0,0,0,"COW - NO MOSQUITOES",29.99973333,58.53983333
"357","SAG","SAG1","CDC","CDC 1:13","22/12/2016","DEC",2016,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW - NO MOSQUITOES",30.91715833,78.47341667
"358","SAG","SAG2","CDC","CDC 1:14","22/12/2016","DEC",2016,2,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",29.537825,63.94658333
"359","SAG","SAG3","CDC","CDC 1:15","22/12/2016","DEC",2016,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",29.26666667,65.231
"360","MIN","MIN1","CDC","CDC 1:1","02/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",34.41845,57.0165
"361","MIN","MIN2","CDC","CDC 1:2","02/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",34.62438333,48.19208333
"362","MIN","MIN4","CDC","CDC 1:4","02/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"",34.55363333,48.68475
"363","MIN","MIN1","CDC","CDC 1:5","03/01/2017","JAN",2017,1,"IN","18:00","06:00",0,1,0,0,0,0,"",31.93115,62.57416667
"364","MIN","MIN3","CDC","CDC 1:7","03/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"",31.49685833,54.09416667
"365","MIN","MIN4","CDC","CDC 1:8","03/01/2017","JAN",2017,4,"IN","18:00","06:00",0,2,0,0,0,0,"",31.017475,55.14675
"366","MIN","MIN2","CDC","CDC 1:10","04/01/2017","JAN",2017,2,"IN","18:00","06:00",1,2,0,0,0,0,"COW - NO MOSQUITOES",30.0419,63.07941667
"367","MIN","MIN3","CDC","CDC 1:11","04/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"",28.66685833,69.0045
"368","MIN","MIN4","CDC","CDC 1:12","04/01/2017","JAN",2017,4,"IN","18:00","06:00",1,1,0,0,0,0,"",28.44921667,68.35025
"369","MIN","MIN1","CDC","CDC 1:13","05/01/2017","JAN",2017,1,"IN","18:00","06:00",0,1,0,0,0,0,"",30.78905,73.04875
"370","MIN","MIN2","CDC","CDC 1:14","05/01/2017","JAN",2017,2,"IN","18:00","06:00",1,4,0,0,0,0,"COW - NO MOSQUITOES",31.270025,56.00616667
"371","MIN","MIN3","CDC","CDC 1:15","05/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"",30.01004167,60.05483333
"372","MIN","MIN1","CDC","CDC 1:13","06/01/2017","JAN",2017,1,"IN","18:00","06:00",0,2,0,0,7,0,"",30.79555,69.34216667
"373","MIN","MIN2","CDC","CDC 1:14","06/01/2017","JAN",2017,2,"IN","18:00","06:00",2,7,0,0,17,0,"",31.31889167,53.75516667
"374","MIN","MIN3","CDC","CDC 1:15","06/01/2017","JAN",2017,3,"IN","18:00","06:00",0,1,0,0,2,0,"COW",30.41499167,56.90933333
"375","LUP","LUP1","CDC","CDC 1:1","09/01/2017","JAN",2017,1,"IN","18:00","06:00",1,10,0,0,1,0,"PIG",34.55579167,58.66216667
"376","LUP","LUP3","CDC","CDC 1:3","09/01/2017","JAN",2017,3,"IN","18:00","06:00",14,94,0,0,1,0,"GOAT",34.511025,49.85466667
"377","LUP","LUP4","CDC","CDC 1:4","09/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",34.4772,50.10125
"378","LUP","LUP2","CDC","CDC 1:6","10/01/2017","JAN",2017,2,"IN","18:00","06:00",4,0,0,0,0,0,"",25.67696667,80.24441667
"379","LUP","LUP3","CDC","CDC 1:7","10/01/2017","JAN",2017,3,"IN","18:00","06:00",6,67,0,0,0,0,"GOAT",25.50218333,80.12558333
"380","LUP","LUP4","CDC","CDC 1:8","10/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",26.64435,74.96333333
"381","LUP","LUP1","CDC","CDC 1:9","11/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"PIG - NO MOSQUITOES",27.497575,59.76366667
"382","LUP","LUP2","CDC","CDC 1:10","11/01/2017","JAN",2017,2,"IN","18:00","06:00",1,6,0,0,0,0,"",26.47324167,74.91216667
"383","LUP","LUP3","CDC","CDC 1:11","11/01/2017","JAN",2017,3,"IN","18:00","06:00",10,35,0,0,0,0,"GOAT",26.97613333,73.51066667
"384","LUP","LUP1","CDC","CDC 1:13","12/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"PIG - NO MOSQUITOES",28.454125,90.99908333
"385","LUP","LUP2","CDC","CDC 1:14","12/01/2017","JAN",2017,2,"IN","18:00","06:00",1,6,0,0,0,0,"",27.78311667,70.73608333
"386","LUP","LUP4","CDC","CDC 1:16","12/01/2017","JAN",2017,4,"IN","18:00","06:00",0,24,0,0,0,0,"",28.42211667,68.20808333
"387","KID","KID1","CDC","CDC 1:1","16/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW - NO MOSQUITOES",33.630025,69.80183333
"388","KID","KID2","CDC","CDC 1:2","16/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",33.4953,56.58266667
"389","KID","KID3","CDC","CDC 1:3","16/01/2017","JAN",2017,3,"IN","18:00","06:00",0,1,0,0,0,0,"",33.3452,57.05225
"390","KID","KID1","CDC","CDC 1:5","17/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW",30.16215,72.8935
"391","KID","KID2","CDC","CDC 1:6","17/01/2017","JAN",2017,2,"IN","18:00","06:00",0,3,0,0,0,0,"COW",29.55845833,60.62441667
"392","KID","KID4","CDC","CDC 1:8","17/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"",29.20159167,62.32033333
"393","KID","KID1","CDC","CDC 1:9","18/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW - NO MOSQUITOES",29.332625,69.6605
"394","KID","KID3","CDC","CDC 1:11","18/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",29.934975,55.43083333
"395","KID","KID4","CDC","CDC 1:12","18/01/2017","JAN",2017,4,"IN","18:00","06:00",1,1,0,0,3,0,"",29.31181667,56.47183333
"396","KID","KID2","CDC","CDC 1:14","19/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW",30.76444167,51.80016667
"397","KID","KID3","CDC","CDC 1:15","19/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,3,1,0,"NO MOSQUITOES PRESENT",30.5703,54.06316667
"398","KID","KID4","CDC","CDC 1:16","19/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,1,0,"",30.03355833,54.79341667
"399","SAG","SAG2","CDC","CDC 1:2","23/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",31.64849167,63.78108333
"400","SAG","SAG3","CDC","CDC 1:3","23/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",31.525125,65.05758333
"401","SAG","SAG4","CDC","CDC 1:4","23/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"COW",31.67831667,63.99758333
"402","SAG","SAG1","CDC","CDC 1:5","24/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW",30.87168333,75.14466667
"403","SAG","SAG3","CDC","CDC 1:7","24/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",29.26564167,62.75191667
"404","SAG","SAG4","CDC","CDC 1:8","24/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"COW",29.36928333,62.99583333
"405","SAG","SAG1","CDC","CDC 1:9","25/01/2017","JAN",2017,1,"IN","18:00","06:00",0,1,0,0,0,0,"COW - NO MOSQUITOES",31.57691667,67.80391667
"406","SAG","SAG2","CDC","CDC 1:10","25/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",31.09945,55.197
"407","SAG","SAG4","CDC","CDC 1:12","25/01/2017","JAN",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"COW",30.23331667,58.36608333
"408","SAG","SAG1","CDC","CDC 1:13","26/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"COW",31.87524167,71.47366667
"409","SAG","SAG2","CDC","CDC 1:14","26/01/2017","JAN",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",31.53094167,57.0405
"410","SAG","SAG3","CDC","CDC 1:15","26/01/2017","JAN",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",30.18198333,61.24008333
"411","MIN","MIN1","CDC","CDC 1:1","30/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,2,0,0,0,"",30.87449167,91.42075
"412","MIN","MIN2","CDC","CDC 1:2","30/01/2017","JAN",2017,2,"IN","18:00","06:00",0,4,0,0,0,0,"COW",30.878625,66.86733333
"413","MIN","MIN4","CDC","CDC 1:4","30/01/2017","JAN",2017,4,"IN","18:00","06:00",4,3,0,0,0,0,"",30.72720833,67.63291667
"414","MIN","MIN1","CDC","CDC 1:5","31/01/2017","JAN",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"",25.37924167,61.46858333
"415","MIN","MIN3","CDC","CDC 1:7","31/01/2017","JAN",2017,3,"IN","18:00","06:00",0,1,0,0,0,0,"",25.013525,88.92733333
"416","MIN","MIN4","CDC","CDC 1:8","31/01/2017","JAN",2017,4,"IN","18:00","06:00",1,4,0,0,0,1,"",25.25856667,86.90291667
"417","MIN","MIN2","CDC","CDC 1:10","01/02/2017","FEB",2017,2,"IN","18:00","06:00",1,1,0,0,1,0,"COW",29.04883333,73.37291667
"418","MIN","MIN3","CDC","CDC 1:11","01/02/2017","FEB",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"",28.51729167,75.24683333
"419","MIN","MIN4","CDC","CDC 1:12","01/02/2017","FEB",2017,4,"IN","18:00","06:00",0,1,0,0,1,0,"",28.14843333,76.08383333
"420","MIN","MIN1","CDC","CDC 1:13","02/02/2017","FEB",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"",26.66150833,48.4225
"421","MIN","MIN2","CDC","CDC 1:14","02/02/2017","FEB",2017,2,"IN","18:00","06:00",0,1,1,0,0,0,"COW",27.77766667,79.30891667
"422","MIN","MIN3","CDC","CDC 1:15","02/02/2017","FEB",2017,3,"IN","18:00","06:00",1,0,0,0,1,0,"",26.81275,83.28558333
"423","LUP","LUP1","CDC","CDC 1:1","06/02/2017","FEB",2017,1,"IN","18:00","06:00",20,187,3,0,0,0,"PIG",30.19118333,89.79691667
"424","LUP","LUP3","CDC","CDC 1:3","06/02/2017","FEB",2017,3,"IN","18:00","06:00",28,190,6,1,1,2,"GOAT",29.86674167,66.22958333
"425","LUP","LUP4","CDC","CDC 1:4","06/02/2017","FEB",2017,4,"IN","18:00","06:00",2,23,0,0,1,0,"",30.17755,66.18333333
"426","LUP","LUP2","CDC","CDC 1:6","07/02/2017","FEB",2017,2,"IN","18:00","06:00",6,40,0,0,0,0,"",27.78458333,75.47141667
"427","LUP","LUP3","CDC","CDC 1:7","07/02/2017","FEB",2017,3,"IN","18:00","06:00",18,259,0,0,1,0,"GOAT",28.97041667,71.507
"428","LUP","LUP4","CDC","CDC 1:8","07/02/2017","FEB",2017,4,"IN","18:00","06:00",1,22,0,0,0,0,"",28.90013333,71.31183333
"429","LUP","LUP1","CDC","CDC 1:9","08/02/2017","FEB",2017,1,"IN","18:00","06:00",5,135,0,0,4,0,"PIG",28.822475,46.29041667
"430","LUP","LUP2","CDC","CDC 1:10","08/02/2017","FEB",2017,2,"IN","18:00","06:00",3,5,0,0,0,0,"",27.75189167,75.9615
"431","LUP","LUP3","CDC","CDC 1:11","08/02/2017","FEB",2017,3,"IN","18:00","06:00",10,136,0,0,3,0,"GOAT",28.913775,72.04208333
"432","LUP","LUP1","CDC","CDC 1:13","09/02/2017","FEB",2017,1,"IN","18:00","06:00",6,73,0,1,2,0,"PIG",29.47840833,80.89433333
"433","LUP","LUP2","CDC","CDC 1:14","09/02/2017","FEB",2017,2,"IN","18:00","06:00",3,30,0,0,0,0,"",28.349875,69.90783333
"434","LUP","LUP4","CDC","CDC 1:16","09/02/2017","FEB",2017,4,"IN","18:00","06:00",7,31,1,0,0,0,"",29.199675,67.6655
"435","KID","KID1","CDC","CDC 1:1","13/02/2017","FEB",2017,1,"IN","18:00","06:00",0,4,0,0,1,0,"COW",33.10275833,62.95725
"436","KID","KID2","CDC","CDC 1:2","13/02/2017","FEB",2017,2,"IN","18:00","06:00",0,2,0,0,1,0,"COW",32.83145,51.81833333
"437","KID","KID3","CDC","CDC 1:3","13/02/2017","FEB",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",32.47214167,53.02341667
"438","KID","KID1","CDC","CDC 1:5","14/02/2017","FEB",2017,1,"IN","18:00","06:00",0,2,0,0,0,0,"COW",29.100175,58.12975
"439","KID","KID2","CDC","CDC 1:6","14/02/2017","FEB",2017,2,"IN","18:00","06:00",0,0,2,0,0,0,"COW",30.05311667,57.06841667
"440","KID","KID4","CDC","CDC 1:8","14/02/2017","FEB",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"NO MOSQUITOES PRESENT",29.99645,58.90575
"441","KID","KID2","CDC","CDC 1:10","15/02/2017","FEB",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"COW - NO MOSQUITOES",30.44588333,59.81366667
"442","KID","KID3","CDC","CDC 1:11","15/02/2017","FEB",2017,3,"IN","18:00","06:00",0,0,0,1,2,0,"",30.45405,60.76708333
"443","KID","KID4","CDC","CDC 1:12","15/02/2017","FEB",2017,4,"IN","18:00","06:00",0,1,0,0,3,3,"",30.24521667,60.71666667
"444","KID","KID1","CDC","CDC 1:13","16/02/2017","FEB",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",28.12606667,66.52783333
"445","KID","KID3","CDC","CDC 1:15","16/02/2017","FEB",2017,3,"IN","18:00","06:00",0,1,0,0,2,1,"",29.80779167,64.01733333
"446","KID","KID4","CDC","CDC 1:16","16/02/2017","FEB",2017,4,"IN","18:00","06:00",0,2,0,0,5,0,"",29.532475,64.10675
"447","SAG","SAG1","CDC","CDC 1:1","20/02/2017","FEB",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",33.255125,76.82983333
"448","SAG","SAG2","CDC","CDC 1:2","20/02/2017","FEB",2017,2,"IN","18:00","06:00",1,0,0,0,1,0,"COW",33.365875,59.09566667
"449","SAG","SAG3","CDC","CDC 1:3","20/02/2017","FEB",2017,3,"IN","18:00","06:00",0,7,0,0,0,0,"",33.08431667,60.622
"450","SAG","SAG2","CDC","CDC 1:6","21/02/2017","FEB",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",28.96473333,75.1295
"451","SAG","SAG3","CDC","CDC 1:7","21/02/2017","FEB",2017,3,"IN","18:00","06:00",0,5,1,0,0,0,"",28.70119167,76.02283333
"452","SAG","SAG4","CDC","CDC 1:8","21/02/2017","FEB",2017,4,"IN","18:00","06:00",0,3,0,1,0,0,"",28.71273333,77.84125
"453","SAG","SAG1","CDC","CDC 1:9","22/02/2017","FEB",2017,1,"IN","18:00","06:00",0,1,1,0,0,0,"COW",28.81888333,55.33275
"454","SAG","SAG3","CDC","CDC 1:11","22/02/2017","FEB",2017,3,"IN","18:00","06:00",2,15,0,1,2,0,"",28.395975,81.29075
"455","SAG","SAG4","CDC","CDC 1:12","22/02/2017","FEB",2017,4,"IN","18:00","06:00",0,2,0,0,0,0,"",28.4326,83.03133333
"456","SAG","SAG1","CDC","CDC 1:13","23/02/2017","FEB",2017,1,"IN","18:00","06:00",0,1,0,0,1,0,"COW",30.497375,38.1545
"457","SAG","SAG2","CDC","CDC 1:14","23/02/2017","FEB",2017,2,"IN","18:00","06:00",1,0,0,0,0,0,"COW",29.97690833,72.84475
"458","SAG","SAG4","CDC","CDC 1:16","23/02/2017","FEB",2017,4,"IN","18:00","06:00",0,5,0,0,0,0,"",29.96875,74.55541667
"459","MIN","MIN1","CDC","CDC 1:1","06/03/2017","MAR",2017,1,"IN","18:00","06:00",3,56,0,0,0,0,"",31.80335,64.89641667
"460","MIN","MIN2","CDC","CDC 1:2","06/03/2017","MAR",2017,2,"IN","18:00","06:00",3,23,0,0,0,0,"",31.549425,65.11225
"461","MIN","MIN4","CDC","CDC 1:4","06/03/2017","MAR",2017,4,"IN","18:00","06:00",8,70,0,0,0,0,"",31.42590833,66.08325
"462","MIN","MIN1","CDC","CDC 1:5","07/03/2017","MAR",2017,1,"IN","18:00","06:00",2,9,0,0,3,0,"",25.53751667,84.36633333
"463","MIN","MIN3","CDC","CDC 1:7","07/03/2017","MAR",2017,3,"IN","18:00","06:00",53,150,0,0,3,0,"COW",24.59603333,45.4225
"464","MIN","MIN4","CDC","CDC 1:8","07/03/2017","MAR",2017,4,"IN","18:00","06:00",0,0,0,0,0,0,"PROBLEMS WITH HOUSE",24.804425,86.0125
"465","MIN","MIN2","CDC","CDC 1:10","08/03/2017","MAR",2017,2,"IN","18:00","06:00",6,9,0,0,1,0,"",26.830625,79.4215
"466","MIN","MIN3","CDC","CDC 1:11","08/03/2017","MAR",2017,3,"IN","18:00","06:00",10,18,0,0,3,0,"COW",27.0267,60.53433333
"467","MIN","MIN4","CDC","CDC 1:12","08/03/2017","MAR",2017,4,"IN","18:00","06:00",6,10,0,0,3,0,"",26.6284,80.603
"468","MIN","MIN1","CDC","CDC 1:13","09/03/2017","MAR",2017,1,"IN","18:00","06:00",6,19,1,2,1,1,"",28.16958333,81.12666667
"469","MIN","MIN2","CDC","CDC 1:14","09/03/2017","MAR",2017,2,"IN","18:00","06:00",0,17,1,1,1,0,"",28.06061667,80.999
"470","MIN","MIN3","CDC","CDC 1:15","09/03/2017","MAR",2017,3,"IN","18:00","06:00",0,1,1,0,0,0,"COW",27.81835833,38.72608333
"471","LUP","LUP1","CDC","CDC 1:1","13/03/2017","MAR",2017,1,"IN","18:00","06:00",0,21,0,0,4,0,"PIG",29.09016667,81.5785
"472","LUP","LUP3","CDC","CDC 1:3","13/03/2017","MAR",2017,3,"IN","18:00","06:00",4,389,2,0,14,0,"GOAT",29.25508333,33.33333333
"473","LUP","LUP4","CDC","CDC 1:4","13/03/2017","MAR",2017,4,"IN","18:00","06:00",5,153,1,0,5,0,"",29.20245833,80.92466667
"474","LUP","LUP2","CDC","CDC 1:6","14/03/2017","MAR",2017,2,"IN","18:00","06:00",3,40,1,0,4,0,"",26.08860833,88.30566667
"475","LUP","LUP3","CDC","CDC 1:7","14/03/2017","MAR",2017,3,"IN","18:00","06:00",4,723,0,0,9,0,"GOAT",26.08804167,58.94766667
"476","LUP","LUP4","CDC","CDC 1:8","14/03/2017","MAR",2017,4,"IN","18:00","06:00",0,33,0,0,5,0,"",26.44875833,86.361
"477","LUP","LUP1","CDC","CDC 1:9","15/03/2017","MAR",2017,1,"IN","18:00","06:00",7,208,0,1,8,0,"PIG",26.66643333,84.42133333
"478","LUP","LUP2","CDC","CDC 1:10","15/03/2017","MAR",2017,2,"IN","18:00","06:00",1,160,0,0,2,0,"",26.47233333,86.095
"479","LUP","LUP3","CDC","CDC 1:11","15/03/2017","MAR",2017,3,"IN","18:00","06:00",11,640,4,0,19,0,"GOAT",26.56245833,29.43808333
"480","LUP","LUP1","CDC","CDC 1:13","16/03/2017","MAR",2017,1,"IN","18:00","06:00",7,166,1,1,6,0,"PIG",27.99898333,82.64866667
"481","LUP","LUP2","CDC","CDC 1:14","16/03/2017","MAR",2017,2,"IN","18:00","06:00",0,93,0,1,0,0,"",27.86965,83.8065
"482","LUP","LUP4","CDC","CDC 1:16","16/03/2017","MAR",2017,4,"IN","18:00","06:00",2,58,0,0,0,0,"",27.67050833,83.468
"483","KID","KID2","CDC","CDC 1:2","20/03/2017","MAR",2017,2,"IN","18:00","06:00",0,0,0,0,0,0,"CULEX",29.73159167,74.78375
"484","KID","KID3","CDC","CDC 1:3","20/03/2017","MAR",2017,3,"IN","18:00","06:00",0,22,0,0,2,0,"",29.85925833,97.568
"485","KID","KID4","CDC","CDC 1:4","20/03/2017","MAR",2017,4,"IN","18:00","06:00",0,2,0,1,3,0,"",29.68878333,75.30566667
"486","KID","KID1","CDC","CDC 1:5","21/03/2017","MAR",2017,1,"IN","18:00","06:00",2,25,1,4,4,0,"COW",26.283225,85.09741667
"487","KID","KID2","CDC","CDC 1:6","21/03/2017","MAR",2017,2,"IN","18:00","06:00",3,9,0,3,2,0,"COW",26.32250833,84.84233333
"488","KID","KID3","CDC","CDC 1:7","21/03/2017","MAR",2017,3,"IN","18:00","06:00",3,39,0,0,11,0,"",27.095325,18.30033333
"489","KID","KID1","CDC","CDC 1:9","22/03/2017","MAR",2017,1,"IN","18:00","06:00",1,15,5,0,1,9,"COW",26.760375,85.166
"490","KID","KID2","CDC","CDC 1:10","22/03/2017","MAR",2017,2,"IN","18:00","06:00",0,7,0,0,6,0,"COW",27.17374167,83.97758333
"491","KID","KID4","CDC","CDC 1:12","22/03/2017","MAR",2017,4,"IN","18:00","06:00",0,0,0,4,15,0,"",27.00193333,84.45741667
"492","KID","KID1","CDC","CDC 1:13","23/03/2017","MAR",2017,1,"IN","18:00","06:00",0,6,0,0,7,0,"COW",26.41170833,84.59683333
"493","KID","KID3","CDC","CDC 1:15","23/03/2017","MAR",2017,3,"IN","18:00","06:00",0,15,0,0,18,1,"",27.17460833,10.53475
"494","KID","KID4","CDC","CDC 1:16","23/03/2017","MAR",2017,4,"IN","18:00","06:00",0,0,0,0,3,2,"",27.38343333,80.83625
"495","SAG","SAG2","CDC","CDC 1:2","27/03/2017","MAR",2017,2,"IN","18:00","06:00",4,13,0,0,7,0,"COW",30.56813333,69.49841667
"496","SAG","SAG3","CDC","CDC 1:3","27/03/2017","MAR",2017,3,"IN","18:00","06:00",0,164,0,0,4,0,"",30.51851667,81.79991667
"497","SAG","SAG4","CDC","CDC 1:4","27/03/2017","MAR",2017,4,"IN","18:00","06:00",1,106,0,0,1,0,"",30.78020833,70.34733333
"498","SAG","SAG1","CDC","CDC 1:5","28/03/2017","MAR",2017,1,"IN","18:00","06:00",16,23,0,4,2,1,"COW",28.209,79.72333333
"499","SAG","SAG3","CDC","CDC 1:7","28/03/2017","MAR",2017,3,"IN","18:00","06:00",0,65,0,0,0,0,"",26.78861667,41.66666667
"500","SAG","SAG4","CDC","CDC 1:8","28/03/2017","MAR",2017,4,"IN","18:00","06:00",3,78,0,0,1,0,"",27.60446667,80.24158333
"501","SAG","SAG1","CDC","CDC 1:9","29/03/2017","MAR",2017,1,"IN","18:00","06:00",3,42,0,1,5,0,"COW",28.40038333,79.652
"502","SAG","SAG2","CDC","CDC 1:10","29/03/2017","MAR",2017,2,"IN","18:00","06:00",8,71,0,1,5,0,"COW",26.83543333,84.90216667
"503","SAG","SAG4","CDC","CDC 1:12","29/03/2017","MAR",2017,4,"IN","18:00","06:00",0,79,0,0,6,0,"",27.76615,81.419
"504","SAG","SAG1","CDC","CDC 1:13","30/03/2017","MAR",2017,1,"IN","18:00","06:00",0,65,0,0,5,0,"COW",25.1987,90.21925
"505","SAG","SAG2","CDC","CDC 1:14","30/03/2017","MAR",2017,2,"IN","18:00","06:00",19,31,0,1,1,0,"COW",24.23375,93.49133333
"506","SAG","SAG3","CDC","CDC 1:15","30/03/2017","MAR",2017,3,"IN","18:00","06:00",1,80,0,0,3,0,"",25.21516667,29.2255
"507","MIN","MIN1","CDC","CDC 1:1","03/04/2017","APR",2017,1,"IN","18:00","06:00",0,32,0,0,1,0,"",30.347575,74.09091667
"508","MIN","MIN2","CDC","CDC 1:2","03/04/2017","APR",2017,2,"IN","18:00","06:00",3,291,0,0,1,0,"",30.25126667,74.37391667
"509","MIN","MIN4","CDC","CDC 1:4","03/04/2017","APR",2017,4,"IN","18:00","06:00",6,273,0,0,0,0,"",30.2509,73.43716667
"510","MIN","MIN1","CDC","CDC 1:5","04/04/2017","APR",2017,1,"IN","18:00","06:00",0,0,0,0,0,0,"PROBLEMS WITH HOUSE",24.932675,88.63208333
"511","MIN","MIN3","CDC","CDC 1:7","04/04/2017","APR",2017,3,"IN","18:00","06:00",9,25,0,0,1,0,"COW",24.86025,35.10883333
"512","MIN","MIN4","CDC","CDC 1:8","04/04/2017","APR",2017,4,"IN","18:00","06:00",0,22,0,0,0,0,"",23.87429167,90.01891667
"513","MIN","MIN2","CDC","CDC 1:10","05/04/2017","APR",2017,2,"IN","18:00","06:00",0,359,0,0,1,0,"",24.57738333,88.07658333
"514","MIN","MIN3","CDC","CDC 1:11","05/04/2017","APR",2017,3,"IN","18:00","06:00",0,0,0,0,0,0,"COW",23.58991667,41.17441667
"515","MIN","MIN4","CDC","CDC 1:12","05/04/2017","APR",2017,4,"IN","18:00","06:00",3,162,0,0,1,0,"",23.32475,94.35441667
"516","MIN","MIN1","CDC","CDC 1:13","06/04/2017","APR",2017,1,"IN","18:00","06:00",0,89,0,0,1,0,"",24.28300833,94.74558333
"517","MIN","MIN2","CDC","CDC 1:14","06/04/2017","APR",2017,2,"IN","18:00","06:00",2,303,1,0,0,0,"",25.01624167,88.8355
"518","MIN","MIN3","CDC","CDC 1:15","06/04/2017","APR",2017,3,"IN","18:00","06:00",1,17,0,0,4,0,"COW",24.12048333,32.62141667
"519","LUP","LUP1","CDC","CDC 1:1","10/04/2017","APR",2017,1,"IN","18:00","06:00",2,155,0,5,23,0,"PIG",27.88526667,79.8185
"520","LUP","LUP3","CDC","CDC 1:3","10/04/2017","APR",2017,3,"IN","18:00","06:00",5,429,0,2,23,0,"GOAT",28.1539,100
"521","LUP","LUP4","CDC","CDC 1:4","10/04/2017","APR",2017,4,"IN","18:00","06:00",1,46,0,0,13,1,"",28.15053333,78.42808333
"522","LUP","LUP2","CDC","CDC 1:6","11/04/2017","APR",2017,2,"IN","18:00","06:00",1,111,0,0,13,0,"",24.57881667,89.72108333
"523","LUP","LUP3","CDC","CDC 1:7","11/04/2017","APR",2017,3,"IN","18:00","06:00",20,674,0,0,12,0,"GOAT",24.40063333,42.5145
"524","LUP","LUP4","CDC","CDC 1:8","11/04/2017","APR",2017,4,"IN","18:00","06:00",1,56,0,0,7,0,"",24.51366667,90.75683333
"525","LUP","LUP1","CDC","CDC 1:9","12/04/2017","APR",2017,1,"IN","18:00","06:00",2,130,0,2,12,1,"PIG",26.39260833,83.03958333
"526","LUP","LUP2","CDC","CDC 1:10","12/04/2017","APR",2017,2,"IN","18:00","06:00",13,587,3,4,38,0,"",25.49920833,88.1035
"527","LUP","LUP3","CDC","CDC 1:11","12/04/2017","APR",2017,3,"IN","18:00","06:00",9,896,1,5,67,8,"GOAT",25.29646667,23.71391667
"528","LUP","LUP1","CDC","CDC 1:13","13/04/2017","APR",2017,1,"IN","18:00","06:00",3,180,0,2,29,1,"PIG",26.6336,83.60066667
