"","village","VillageHH","traptype","trap","date","month","year","HH","IN.OUT","start","end","Agfed","Agunf","Aggrv","Affed","Affunf","Afgrv","Notes","MeanTemp","MeanHum"
"1","SAG","SAG1","CDC","CDC 1:1","07/06/2016","JUN",2016,1,"IN","18:00","06:00",0,4,0,13,29,13,"COW",25.45338333,100
"2","SAG","SAG2","CDC","CDC 1:2","07/06/2016","JUN",2016,2,"IN","18:00","06:00",1,2,0,1,70,1,"COW",25.51538333,73.64875
"3","SAG","SAG3","CDC","CDC 1:3","07/06/2016","JUN",2016,3,"IN","18:00","06:00",1,63,0,1,25,0,"",25.5366,73.59625
"4","SAG","SAG4","CDC","CDC 1:4","07/06/2016","JUN",2016,4,"IN","18:00","06:00",0,11,0,1,4,0,"",25.59875833,73.34608333
"5","SAG","SAG1","CDC","CDC 1:5","08/06/2016","JUN",2016,1,"IN","18:00","06:00",1,28,0,3,22,4,"COW",25.10336667,100
"6","SAG","SAG2","CDC","CDC 1:6","08/06/2016","JUN",2016,2,"IN","18:00","06:00",0,19,1,4,17,9,"COW",24.11825833,75.68591667
"7","SAG","SAG3","CDC","CDC 1:7","08/06/2016","JUN",2016,3,"IN","18:00","06:00",2,48,1,1,12,3,"",24.37876667,77.80191667
"8","SAG","SAG4","CDC","CDC 1:8","08/06/2016","JUN",2016,4,"IN","18:00","06:00",0,15,0,0,9,1,"",24.3822,77.05441667
"9","SAG","SAG1","CDC","CDC 1:9","09/06/2016","JUN",2016,1,"IN","18:00","06:00",0,4,1,1,14,0,"COW",23.28149167,98.99533333
"10","SAG","SAG2","CDC","CDC 1:10","09/06/2016","JUN",2016,2,"IN","18:00","06:00",1,3,0,1,38,0,"COW",22.67761667,69.66208333
"11","SAG","SAG3","CDC","CDC 1:11","09/06/2016","JUN",2016,3,"IN","18:00","06:00",1,22,0,0,38,1,"",22.80004167,73.43533333
"12","SAG","SAG4","CDC","CDC 1:12","09/06/2016","JUN",2016,4,"IN","18:00","06:00",0,10,0,1,17,0,"",22.97304167,70.66908333
"13","SAG","SAG1","CDC","CDC 1:13","10/06/2016","JUN",2016,1,"IN","18:00","06:00",0,0,0,0,8,0,"COW",22.82625833,99.52266667
"14","SAG","SAG2","CDC","CDC 1:14","10/06/2016","JUN",2016,2,"IN","18:00","06:00",0,1,0,0,65,1,"COW",21.45501667,73.67891667
"15","SAG","SAG3","CDC","CDC 1:15","10/06/2016","JUN",2016,3,"IN","18:00","06:00",0,36,0,1,23,2,"",21.71780833,74.46008333
"16","SAG","SAG4","CDC","CDC 1:16","10/06/2016","JUN",2016,4,"IN","18:00","06:00",0,3,0,0,28,0,"",21.852825,72.48666667
"17","MIN","MIN1","CDC","CDC 1:1","13/06/2016","JUN",2016,1,"IN","18:00","06:00",0,2,0,0,1,0,"PIG",25.96464167,100
"18","MIN","MIN2","CDC","CDC 1:2","13/06/2016","JUN",2016,2,"IN","18:00","06:00",0,21,0,1,14,0,"",26.16864167,66.16891667
"19","MIN","MIN3","CDC","CDC 1:3","13/06/2016","JUN",2016,3,"IN","18:00","06:00",2,2,0,0,4,0,"COW",25.971425,66.88325
"20","MIN","MIN4","CDC","CDC 1:4","13/06/2016","JUN",2016,4,"IN","18:00","06:00",0,2,0,1,44,0,"",26.06513333,66.96583333
"21","MIN","MIN1","CDC","CDC 1:5","14/06/2016","JUN",2016,1,"IN","18:00","06:00",0,0,0,0,1,0,"PIG",22.48958333,98.87425
"22","MIN","MIN2","CDC","CDC 1:6","14/06/2016","JUN",2016,2,"IN","18:00","06:00",2,24,0,1,24,1,"",22.08785833,72.5055
"23","MIN","MIN3","CDC","CDC 1:7","14/06/2016","JUN",2016,3,"IN","18:00","06:00",1,3,0,0,0,0,"COW",20.78456667,77.84566667
"24","MIN","MIN4","CDC","CDC 1:8","14/06/2016","JUN",2016,4,"IN","18:00","06:00",1,4,0,2,42,0,"",24.00881667,67.17158333
"25","MIN","MIN1","CDC","CDC 1:9","15/06/2016","JUN",2016,1,"IN","18:00","06:00",0,2,1,0,1,0,"PIG",22.89045,100
"26","MIN","MIN2","CDC","CDC 1:10","15/06/2016","JUN",2016,2,"IN","18:00","06:00",0,3,0,0,1,0,"",22.85723333,75.08058333
"27","MIN","MIN3","CDC","CDC 1:11","15/06/2016","JUN",2016,3,"IN","18:00","06:00",0,6,0,0,6,0,"COW",21.73818333,80.18675
"28","MIN","MIN4","CDC","CDC 1:12","15/06/2016","JUN",2016,4,"IN","18:00","06:00",0,8,0,0,33,0,"",24.11924167,72.089
"29","MIN","MIN1","CDC","CDC 1:13","16/06/2016","JUN",2016,1,"IN","18:00","06:00",0,0,1,0,0,1,"PIG",23.13175,99.99691667
"30","MIN","MIN2","CDC","CDC 1:14","16/06/2016","JUN",2016,2,"IN","18:00","06:00",0,0,0,0,0,0,"TRAP STOPPED OVER NIGHT",22.86145,72.19241667
"31","MIN","MIN3","CDC","CDC 1:15","16/06/2016","JUN",2016,3,"IN","18:00","06:00",0,10,0,0,8,1,"COW",21.52193333,79.21066667
"32","MIN","MIN4","CDC","CDC 1:16","16/06/2016","JUN",2016,4,"IN","18:00","06:00",1,11,0,0,37,0,"",24.23055,69.43341667
"33","LUP","LUP1","CDC","CDC 1:1","20/06/2016","JUN",2016,1,"IN","18:00","06:00",1,26,0,0,4,1,"",26.47416667,100
"34","LUP","LUP2","CDC","CDC 1:2","20/06/2016","JUN",2016,2,"IN","18:00","06:00",1,24,0,0,15,0,"",26.65688333,74.37816667
"35","LUP","LUP3","CDC","CDC 1:3","20/06/2016","JUN",2016,3,"IN","18:00","06:00",0,133,0,0,2,0,"GOAT",26.50514167,74.62558333
"36","LUP","LUP4","CDC","CDC 1:4","20/06/2016","JUN",2016,4,"IN","18:00","06:00",0,2,0,0,3,2,"",26.51470833,74.74816667
"37","LUP","LUP1","CDC","CDC 1:5","21/06/2016","JUN",2016,1,"IN","18:00","06:00",0,30,1,0,13,1,"",23.35001917,57.54883333
"38","LUP","LUP2","CDC","CDC 1:6","21/06/2016","JUN",2016,2,"IN","18:00","06:00",1,36,0,1,14,1,"",24.25751667,79.93283333
"39","LUP","LUP3","CDC","CDC 1:7","21/06/2016","JUN",2016,3,"IN","18:00","06:00",1,185,0,0,14,1,"GOAT",24.06683333,81.16408333
"40","LUP","LUP4","CDC","CDC 1:8","21/06/2016","JUN",2016,4,"IN","18:00","06:00",0,6,0,0,11,0,"TRAP STOPPED OVER NIGHT",25.38181667,75.805
"41","LUP","LUP1","CDC","CDC 1:9","22/06/2016","JUN",2016,1,"IN","18:00","06:00",2,51,0,0,5,0,"",23.0261275,59.21683333
"42","LUP","LUP2","CDC","CDC 1:10","22/06/2016","JUN",2016,2,"IN","18:00","06:00",0,24,0,0,12,0,"",23.61885,80.75908333
"43","LUP","LUP3","CDC","CDC 1:11","22/06/2016","JUN",2016,3,"IN","18:00","06:00",2,206,1,0,26,1,"GOAT",23.24305833,83.05566667
"44","LUP","LUP4","CDC","CDC 1:12","22/06/2016","JUN",2016,4,"IN","18:00","06:00",0,6,0,0,6,0,"",24.597325,77.982
"45","LUP","LUP1","CDC","CDC 1:13","23/06/2016","JUN",2016,1,"IN","18:00","06:00",0,20,0,0,5,0,"",22.05301,27.53375
"46","LUP","LUP2","CDC","CDC 1:14","23/06/2016","JUN",2016,2,"IN","18:00","06:00",0,24,0,0,13,0,"",22.97860833,77.62958333
"47","LUP","LUP3","CDC","CDC 1:15","23/06/2016","JUN",2016,3,"IN","18:00","06:00",4,94,1,1,27,1,"GOAT",22.222825,80.15608333
"48","LUP","LUP4","CDC","CDC 1:16","23/06/2016","JUN",2016,4,"IN","18:00","06:00",0,19,0,0,0,1,"",24.00283333,74.16233333
"49","KID","KID1","CDC","CDC 1:1","27/06/2016","JUN",2016,1,"IN","18:00","06:00",0,0,0,0,11,0,"COW",26.26848333,0
"50","KID","KID2","CDC","CDC 1:2","27/06/2016","JUN",2016,2,"IN","18:00","06:00",0,0,0,0,4,0,"COW",26.28020833,71.57558333
"51","KID","KID3","CDC","CDC 1:3","27/06/2016","JUN",2016,3,"IN","18:00","06:00",0,1,0,0,16,0,"",26.284325,71.36783333
"52","KID","KID4","CDC","CDC 1:4","27/06/2016","JUN",2016,4,"IN","18:00","06:00",0,3,0,2,19,0,"",26.18014167,72.07316667
"53","KID","KID1","CDC","CDC 1:5","28/06/2016","JUN",2016,1,"IN","18:00","06:00",0,1,0,0,8,0,"COW",23.02854917,8.333333333
"54","KID","KID2","CDC","CDC 1:6","28/06/2016","JUN",2016,2,"IN","18:00","06:00",0,3,0,4,33,0,"COW",22.15055,76.61025
"55","KID","KID3","CDC","CDC 1:7","28/06/2016","JUN",2016,3,"IN","18:00","06:00",0,1,0,0,36,0,"",23.13436667,74.60958333
"56","KID","KID4","CDC","CDC 1:8","28/06/2016","JUN",2016,4,"IN","18:00","06:00",0,3,1,2,15,0,"",23.32494167,73.20191667
"57","KID","KID1","CDC","CDC 1:9","29/06/2016","JUN",2016,1,"IN","18:00","06:00",0,1,0,0,21,0,"COW",23.95649083,16.66666667
"58","KID","KID2","CDC","CDC 1:10","29/06/2016","JUN",2016,2,"IN","18:00","06:00",0,2,0,3,24,0,"COW",23.46899167,75.00433333
"59","KID","KID3","CDC","CDC 1:11","29/06/2016","JUN",2016,3,"IN","18:00","06:00",0,3,0,0,36,3,"",23.84008333,75.68733333
"60","KID","KID4","CDC","CDC 1:12","29/06/2016","JUN",2016,4,"IN","18:00","06:00",0,1,0,0,20,0,"",24.03406667,74.09575
"61","KID","KID1","CDC","CDC 1:13","30/06/2016","JUN",2016,1,"IN","18:00","06:00",0,0,0,1,10,0,"COW",23.10457583,25
"62","KID","KID2","CDC","CDC 1:14","30/06/2016","JUN",2016,2,"IN","18:00","06:00",2,2,0,2,43,0,"COW",22.65218333,73.95241667
"63","KID","KID3","CDC","CDC 1:15","30/06/2016","JUN",2016,3,"IN","18:00","06:00",0,0,0,0,14,0,"",23.48616667,73.88816667
"64","KID","KID4","CDC","CDC 1:16","30/06/2016","JUN",2016,4,"IN","18:00","06:00",0,3,0,1,39,5,"",23.7785,71.38316667
"65","SAG","SAG1","CDC","CDC 1:1","05/07/2016","JUL",2016,1,"IN","18:00","06:00",1,3,0,2,4,2,"COW",25.05188917,81.22741667
"66","SAG","SAG1","CDC","CDC 1:5","06/07/2016","JUL",2016,1,"IN","18:00","06:00",0,0,0,2,29,9,"COW",24.64154167,96.15425
"67","SAG","SAG2","CDC","CDC 1:6","06/07/2016","JUL",2016,2,"IN","18:00","06:00",1,0,0,1,125,4,"COW",23.56456667,63.82275
"68","SAG","SAG4","CDC","CDC 1:8","06/07/2016","JUL",2016,4,"IN","18:00","06:00",1,5,0,0,47,0,"",23.90644167,63.82916667
"69","SAG","SAG1","CDC","CDC 1:9","07/07/2016","JUL",2016,1,"IN","18:00","06:00",0,2,0,15,4,13,"COW",23.70223167,92.02691667
"70","SAG","SAG3","CDC","CDC 1:11","07/07/2016","JUL",2016,3,"IN","18:00","06:00",1,2,0,0,19,0,"",21.778275,69.32458333
"71","SAG","SAG4","CDC","CDC 1:12","07/07/2016","JUL",2016,4,"IN","18:00","06:00",0,6,0,0,41,0,"",23.70815,62.65
"72","MIN","MIN2","CDC","CDC 1:2","11/07/2016","JUL",2016,2,"IN","18:00","06:00",0,64,0,0,69,0,"",24.64414167,61.57425
"73","MIN","MIN3","CDC","CDC 1:3","11/07/2016","JUL",2016,3,"IN","18:00","06:00",2,21,0,0,12,0,"",24.323975,64.60691667
"74","MIN","MIN4","CDC","CDC 1:4","11/07/2016","JUL",2016,4,"IN","18:00","06:00",0,10,0,0,16,0,"",24.70649167,62.29508333
"75","MIN","MIN1","CDC","CDC 1:5","12/07/2016","JUL",2016,1,"IN","18:00","06:00",1,7,0,0,4,0,"",24.06710833,94.39666667
"76","MIN","MIN3","CDC","CDC 1:7","12/07/2016","JUL",2016,3,"IN","18:00","06:00",0,18,1,3,34,9,"",23.00291667,67.32883333
"77","MIN","MIN4","CDC","CDC 1:8","12/07/2016","JUL",2016,4,"IN","18:00","06:00",5,43,1,0,9,0,"",25.242625,60.81758333
"78","MIN","MIN1","CDC","CDC 1:9","13/07/2016","JUL",2016,1,"IN","18:00","06:00",0,2,0,0,6,1,"",23.30150583,94.761
"79","MIN","MIN2","CDC","CDC 1:10","13/07/2016","JUL",2016,2,"IN","18:00","06:00",2,31,0,0,20,0,"",23.20521667,68.03216667
"80","MIN","MIN4","CDC","CDC 1:12","13/07/2016","JUL",2016,4,"IN","18:00","06:00",1,4,0,1,11,0,"",24.29115833,62.98816667
"81","MIN","MIN1","CDC","CDC 1:13","14/07/2016","JUL",2016,1,"IN","18:00","06:00",0,9,0,1,3,2,"",22.95873083,99.298
"82","MIN","MIN2","CDC","CDC 1:14","14/07/2016","JUL",2016,2,"IN","18:00","06:00",1,46,2,0,54,0,"",22.97025833,69.39041667
"83","MIN","MIN3","CDC","CDC 1:15","14/07/2016","JUL",2016,3,"IN","18:00","06:00",11,42,0,0,3,0,"",21.10363333,76.73841667
"84","LUP","LUP1","CDC","CDC 1:1","18/07/2016","JUL",2016,1,"IN","18:00","06:00",0,22,0,0,6,2,"",25.55723167,100
"85","LUP","LUP3","CDC","CDC 1:3","18/07/2016","JUL",2016,3,"IN","18:00","06:00",0,139,0,0,15,0,"GOAT",25.40916667,69.00166667
"86","LUP","LUP4","CDC","CDC 1:4","18/07/2016","JUL",2016,4,"IN","18:00","06:00",0,5,0,0,3,0,"",25.46511667,68.76
"87","LUP","LUP1","CDC","CDC 1:5","19/07/2016","JUL",2016,1,"IN","18:00","06:00",1,40,0,0,7,2,"",20.70174417,20.44633333
"88","LUP","LUP2","CDC","CDC 1:6","19/07/2016","JUL",2016,2,"IN","18:00","06:00",0,7,0,0,1,0,"",20.84041667,77.82991667
"89","LUP","LUP4","CDC","CDC 1:8","19/07/2016","JUL",2016,4,"IN","18:00","06:00",0,8,0,0,0,0,"",21.38456667,76.972
"90","LUP","LUP1","CDC","CDC 1:9","20/07/2016","JUL",2016,1,"IN","18:00","06:00",0,13,0,0,0,0,"",20.11845083,53.10041667
"91","LUP","LUP2","CDC","CDC 1:10","20/07/2016","JUL",2016,2,"IN","18:00","06:00",0,5,0,0,2,0,"",20.85154167,66.56033333
"92","LUP","LUP3","CDC","CDC 1:11","20/07/2016","JUL",2016,3,"IN","18:00","06:00",0,131,0,0,5,0,"GOAT",20.13315,69.56708333
"93","LUP","LUP2","CDC","CDC 1:16","21/07/2016","JUL",2016,2,"IN","18:00","06:00",0,18,1,0,2,0,"",22.00988333,68.65216667
"94","LUP","LUP3","CDC","CDC 1:17","21/07/2016","JUL",2016,3,"IN","18:00","06:00",1,130,0,0,6,0,"",21.53795,71.75191667
"95","LUP","LUP4","CDC","CDC 1:18","21/07/2016","JUL",2016,4,"IN","18:00","06:00",0,16,2,0,17,0,"",21.61776667,71.9045
"96","KID","KID2","CDC","CDC 1:1","25/07/2016","JUL",2016,2,"IN","18:00","06:00",0,0,0,1,4,0,"COW",26.33065,71.17191667
"97","KID","KID3","CDC","CDC 1:2","25/07/2016","JUL",2016,3,"IN","18:00","06:00",0,1,0,0,15,0,"",26.0027,71.73258333
"98","KID","KID4","CDC","CDC 1:3","25/07/2016","JUL",2016,4,"IN","18:00","06:00",0,4,0,0,18,0,"",26.26483333,70.57783333
"99","KID","KID1","CDC","CDC 1:5","26/07/2016","JUL",2016,1,"IN","18:00","06:00",1,0,0,1,12,0,"COW",24.20723917,54.14591667
"100","KID","KID3","CDC","CDC 1:7","26/07/2016","JUL",2016,3,"IN","18:00","06:00",0,5,0,1,21,1,"",25.74140833,68.88266667
"101","KID","KID4","CDC","CDC 1:8","26/07/2016","JUL",2016,4,"IN","18:00","06:00",0,1,0,1,34,1,"",26.16999167,67.1405
"102","KID","KID1","CDC","CDC 1:9","27/07/2016","JUL",2016,1,"IN","18:00","06:00",2,6,0,0,49,0,"COW",24.2572275,65.57466667
"103","KID","KID2","CDC","CDC 1:10","27/07/2016","JUL",2016,2,"IN","18:00","06:00",1,9,0,1,42,0,"COW",24.524875,68.96633333
"104","KID","KID4","CDC","CDC 1:12","27/07/2016","JUL",2016,4,"IN","18:00","06:00",0,5,0,0,38,1,"",25.21995833,67.92208333
"105","KID","KID1","CDC","CDC 1:14","28/07/2016","JUL",2016,1,"IN","18:00","06:00",0,2,0,0,14,0,"COW",24.1114625,82.12958333
"106","KID","KID2","CDC","CDC 1:15","28/07/2016","JUL",2016,2,"IN","18:00","06:00",0,0,0,0,9,1,"COW",23.59525833,71.16266667
"107","KID","KID3","CDC","CDC 1:16","28/07/2016","JUL",2016,3,"IN","18:00","06:00",0,4,0,0,21,0,"",24.23279167,70.94425
"108","SAG","SAG1","CDC","CDC 1:1","01/08/2016","AUG",2016,1,"IN","18:00","06:00",0,0,0,0,14,2,"COW",26.94512333,74.33216667
"109","SAG","SAG2","CDC","CDC 1:2","01/08/2016","AUG",2016,2,"IN","18:00","06:00",0,6,0,0,23,0,"COW",26.61128333,57.1775
"110","SAG","SAG3","CDC","CDC 1:3","01/08/2016","AUG",2016,3,"IN","18:00","06:00",0,0,0,0,39,2,"",26.51068333,57.35658333
"111","SAG","SAG1","CDC","CDC 1:5","02/08/2016","AUG",2016,1,"IN","18:00","06:00",0,1,0,3,11,5,"COW",24.1298475,82.08291667
"112","SAG","SAG2","CDC","CDC 1:6","02/08/2016","AUG",2016,2,"IN","18:00","06:00",0,0,0,1,8,0,"COW",23.541425,59.46325
"113","SAG","SAG4","CDC","CDC 1:8","02/08/2016","AUG",2016,4,"IN","18:00","06:00",1,1,0,0,17,1,"",23.93104167,60.91841667
"114","SAG","SAG1","CDC","CDC 1:9","03/08/2016","AUG",2016,1,"IN","18:00","06:00",0,0,0,3,12,1,"COW",25.39448,88.411
"115","SAG","SAG3","CDC","CDC 1:11","03/08/2016","AUG",2016,3,"IN","18:00","06:00",0,1,1,2,8,1,"",24.81751667,64.9225
"116","SAG","SAG4","CDC","CDC 1:12","03/08/2016","AUG",2016,4,"IN","18:00","06:00",0,1,0,0,8,0,"",24.76894167,64.61516667
"117","SAG","SAG2","CDC","CDC 1:14","04/08/2016","AUG",2016,2,"IN","18:00","06:00",0,0,0,0,22,1,"COW",24.46365,63.01958333
"118","SAG","SAG3","CDC","CDC 1:15","04/08/2016","AUG",2016,3,"IN","18:00","06:00",0,3,1,1,23,1,"",24.468575,64.58441667
"119","SAG","SAG4","CDC","CDC 1:16","04/08/2016","AUG",2016,4,"IN","18:00","06:00",0,4,0,0,7,0,"",24.52718333,63.37208333
"120","MIN","MIN1","CDC","CDC 1:1","08/08/2016","AUG",2016,1,"IN","18:00","06:00",2,17,1,0,7,0,"PIG",25.4008725,96.27475
"121","MIN","MIN2","CDC","CDC 1:2","08/08/2016","AUG",2016,2,"IN","18:00","06:00",4,3,1,0,2,0,"TRAP STOPPED OVER NIGHT",25.46588333,66.39408333
"122","MIN","MIN3","CDC","CDC 1:3","08/08/2016","AUG",2016,3,"IN","18:00","06:00",2,16,0,0,7,1,"COW",25.30990833,66.83808333
"123","MIN","MIN1","CDC","CDC 1:5","09/08/2016","AUG",2016,1,"IN","18:00","06:00",2,12,3,0,5,1,"PIG",24.39856667,19.77216667
"124","MIN","MIN2","CDC","CDC 1:6","09/08/2016","AUG",2016,2,"IN","18:00","06:00",1,2,0,1,1,0,"",23.37726667,80.92908333
"125","MIN","MIN4","CDC","CDC 1:8","09/08/2016","AUG",2016,4,"IN","18:00","06:00",4,30,1,0,27,0,"",25.47940833,73.60575
"126","MIN","MIN1","CDC","CDC 1:9","10/08/2016","AUG",2016,1,"IN","18:00","06:00",0,19,0,0,20,1,"PIG",23.95051667,43.36025
"127","MIN","MIN3","CDC","CDC 1:11","10/08/2016","AUG",2016,3,"IN","18:00","06:00",0,18,1,1,7,2,"COW",22.60533333,79.0195
"128","MIN","MIN4","CDC","CDC 1:12","10/08/2016","AUG",2016,4,"IN","18:00","06:00",1,8,0,0,1,0,"",24.93005,71.566
"129","MIN","MIN2","CDC","CDC 1:14","11/08/2016","AUG",2016,2,"IN","18:00","06:00",6,57,1,1,11,0,"COW",23.47060833,75.45008333
"130","MIN","MIN3","CDC","CDC 1:15","11/08/2016","AUG",2016,3,"IN","18:00","06:00",0,6,0,0,0,2,"COW",22.79653333,77.83891667
"131","MIN","MIN4","CDC","CDC 1:16","11/08/2016","AUG",2016,4,"IN","18:00","06:00",1,16,1,1,11,0,"",25.33183333,68.94441667
"132","LUP","LUP2","CDC","CDC 1:2","15/08/2016","AUG",2016,2,"IN","18:00","06:00",0,22,1,1,3,0,"",26.32739167,68.19641667
"133","LUP","LUP3","CDC","CDC 1:3","15/08/2016","AUG",2016,3,"IN","18:00","06:00",1,120,1,1,76,0,"GOAT",26.33406667,69.88925
"134","LUP","LUP4","CDC","CDC 1:4","15/08/2016","AUG",2016,4,"IN","18:00","06:00",1,18,0,0,5,0,"",26.56518333,67.01266667
"135","LUP","LUP1","CDC","CDC 1:5","16/08/2016","AUG",2016,1,"IN","18:00","06:00",0,27,0,0,2,0,"",24.60309167,41.75108333
"136","LUP","LUP3","CDC","CDC 1:7","16/08/2016","AUG",2016,3,"IN","18:00","06:00",1,278,1,6,10,0,"GOAT",24.79986667,73.56708333
"137","LUP","LUP4","CDC","CDC 1:8","16/08/2016","AUG",2016,4,"IN","18:00","06:00",1,1,1,0,0,0,"",25.1347,74.50633333
"138","LUP","LUP1","CDC","CDC 1:9","17/08/2016","AUG",2016,1,"IN","18:00","06:00",1,37,0,0,10,2,"",24.495375,63.9885
"139","LUP","LUP2","CDC","CDC 1:10","17/08/2016","AUG",2016,2,"IN","18:00","06:00",6,49,1,0,8,0,"",24.955475,69.079
"140","LUP","LUP4","CDC","CDC 1:12","17/08/2016","AUG",2016,4,"IN","18:00","06:00",0,14,0,0,19,0,"",24.75851667,70.9065
"141","LUP","LUP1","CDC","CDC 1:13","18/08/2016","AUG",2016,1,"IN","18:00","06:00",0,29,0,0,0,0,"",25.014475,53.67025
"142","LUP","LUP2","CDC","CDC 1:14","18/08/2016","AUG",2016,2,"IN","18:00","06:00",0,15,0,1,14,0,"",24.3197,82.77225
"143","LUP","LUP3","CDC","CDC 1:15","18/08/2016","AUG",2016,3,"IN","18:00","06:00",3,134,0,1,8,0,"GOAT",25.01224167,71.35308333
"144","KID","KID2","CDC","CDC 1:2","22/08/2016","AUG",2016,2,"IN","18:00","06:00",1,0,0,1,3,0,"COWS MOVED",28.252225,57.63216667
"145","KID","KID3","CDC","CDC 1:3","22/08/2016","AUG",2016,3,"IN","18:00","06:00",0,1,0,1,13,0,"",28.20813333,57.67258333
"146","KID","KID4","CDC","CDC 1:4","22/08/2016","AUG",2016,4,"IN","18:00","06:00",3,0,0,1,5,0,"",28.54280833,57.23891667
"147","KID","KID1","CDC","CDC 1:5","23/08/2016","AUG",2016,1,"IN","18:00","06:00",1,2,0,0,4,0,"COW",23.90683333,63.55883333
"148","KID","KID3","CDC","CDC 1:7","23/08/2016","AUG",2016,3,"IN","18:00","06:00",0,2,0,0,13,0,"",25.40419167,65.08816667
"149","KID","KID4","CDC","CDC 1:8","23/08/2016","AUG",2016,4,"IN","18:00","06:00",1,0,0,0,1,0,"",26.16934167,62.0985
"150","KID","KID1","CDC","CDC 1:9","24/08/2016","AUG",2016,1,"IN","18:00","06:00",0,4,0,2,13,0,"COW",24.69836667,92.61166667
"151","KID","KID2","CDC","CDC 1:10","24/08/2016","AUG",2016,2,"IN","18:00","06:00",0,2,0,1,14,0,"",24.83215833,64.3105
"152","KID","KID4","CDC","CDC 1:12","24/08/2016","AUG",2016,4,"IN","18:00","06:00",1,1,0,0,1,0,"",25.61193333,63.22891667
"153","KID","KID1","CDC","CDC 1:13","25/08/2016","AUG",2016,1,"IN","18:00","06:00",0,1,0,1,7,1,"COW",24.286275,82.92158333
"154","KID","KID2","CDC","CDC 1:12","25/08/2016","AUG",2016,2,"IN","18:00","06:00",0,2,0,0,6,0,"",23.65248333,62.67816667
"155","KID","KID3","CDC","CDC 1:15","25/08/2016","AUG",2016,3,"IN","18:00","06:00",0,12,0,0,17,0,"",24.00988333,63.46991667
"156","SAG","SAG2","CDC","CDC 1:2","29/08/2016","AUG",2016,2,"IN","18:00","06:00",0,0,0,0,15,0,"COW",27.16175,54.05
"157","SAG","SAG3","CDC","CDC 1:3","29/08/2016","AUG",2016,3,"IN","18:00","06:00",0,1,0,1,10,0,"",27.13278333,54.97391667
"158","SAG","SAG4","CDC","CDC 1:4","29/08/2016","AUG",2016,4,"IN","18:00","06:00",0,0,0,0,3,0,"",27.30665,54.07675
"159","SAG","SAG1","CDC","CDC 1:5","30/08/2016","AUG",2016,1,"IN","18:00","06:00",0,0,0,4,2,0,"COW",25.55320833,65.96233333
"160","SAG","SAG3","CDC","CDC 1:7","30/08/2016","AUG",2016,3,"IN","18:00","06:00",0,0,0,0,1,1,"",25.15773333,55.40691667
"161","SAG","SAG1","CDC","CDC 1:9","31/08/2016","AUG",2016,1,"IN","18:00","06:00",0,1,0,1,12,0,"COW",25.773175,68.3225
"162","SAG","SAG2","CDC","CDC 1:10","31/08/2016","AUG",2016,2,"IN","18:00","06:00",0,1,0,0,2,0,"COW",24.69154167,55.42075
"163","SAG","SAG4","CDC","CDC 1:12","31/08/2016","AUG",2016,4,"IN","18:00","06:00",0,1,0,0,4,0,"",25.420325,54.61041667
"164","SAG","SAG1","CDC","CDC 1:13","01/09/2016","SEP",2016,1,"IN","18:00","06:00",0,0,0,0,3,0,"COW",25.4426,68.48783333
"165","SAG","SAG2","CDC","CDC 1:12","01/09/2016","SEP",2016,2,"IN","18:00","06:00",0,2,0,0,4,0,"COW",24.529075,55.44275
"166","SAG","SAG3","CDC","CDC 1:15","01/09/2016","SEP",2016,3,"IN","18:00","06:00",0,0,0,0,9,0,"",24.4826,56.63216667
"167","MIN","MIN1","CDC","CDC 1:1","05/09/2016","SEP",2016,1,"IN","18:00","06:00",1,26,0,0,1,0,"PIG",26.83680833,75.51666667
"168","MIN","MIN2","CDC","CDC 1:2","05/09/2016","SEP",2016,2,"IN","18:00","06:00",4,14,0,0,0,0,"",26.90758333,57.44591667
"169","MIN","MIN3","CDC","CDC 1:3","05/09/2016","SEP",2016,3,"IN","18:00","06:00",1,9,0,1,0,0,"COW",26.83771667,57.10808333
"170","MIN","MIN1","CDC","CDC 1:5","06/09/2016","SEP",2016,1,"IN","18:00","06:00",0,1,0,0,1,0,"PIG",25.34341667,82.409
"171","MIN","MIN2","CDC","CDC 1:6","06/09/2016","SEP",2016,2,"IN","18:00","06:00",0,8,0,0,2,0,"",26.25528333,63.89366667
"172","MIN","MIN4","CDC","CDC 1:8","06/09/2016","SEP",2016,4,"IN","18:00","06:00",1,17,0,1,1,0,"",25.842325,65.67841667
"173","MIN","MIN1","CDC","CDC 1:9","07/09/2016","SEP",2016,1,"IN","18:00","06:00",1,11,0,1,4,1,"PIG",24.44225833,83.30533333
"174","MIN","MIN3","CDC","CDC 1:11","07/09/2016","SEP",2016,3,"IN","18:00","06:00",0,13,0,2,0,0,"COW",23.29205,77.14441667
"175","MIN","MIN4","CDC","CDC 1:12","07/09/2016","SEP",2016,4,"IN","18:00","06:00",2,16,0,0,9,0,"",25.08450833,70.86208333
"176","MIN","MIN2","CDC","CDC 1:12","08/09/2016","SEP",2016,2,"IN","18:00","06:00",0,5,0,0,5,0,"",24.769225,69.548
"177","MIN","MIN3","CDC","CDC 1:15","08/09/2016","SEP",2016,3,"IN","18:00","06:00",1,0,0,1,2,0,"COW",22.67720833,77.40733333
"178","MIN","MIN4","CDC","CDC 1:16","08/09/2016","SEP",2016,4,"IN","18:00","06:00",1,5,0,0,0,0,"",24.64425,70.30183333
